"MUNICÍPIO","NOME DA BIBLIOTECA","VÍNCULO","ENDEREÇO","BAIRRO","TELEFONE","E-MAIL"
"Assunção do Piauí","Biblioteca Pública Municipal Manoel Mendes do Nascimento","Municipal"," Rua São Miguel s/n ","Centro","8632540154",""
"Avelino Lopes","Biblioteca Pública Municipal de Avelino Lopes","Municipal","","","",""
"Baixa Grande do Ribeiro","Biblioteca Pública Municipal Professora Mauriceia  ","Municipal","Aenida Primeiro de Outubro s/n","Centro","(89) 3570-1164","sec.educacaobgr@hotmail.com"
"Barra D'Alcântara","Biblioteca Pública Municipal Senador Hugo Napoleão","Municipal","Rua Joel Pereira dos Santos, s/n","Centro","",""
"Barras","Biblioteca Pública Municipal David Caldas","Municipal","Rua General Taumaturgo de Azevedo, 491","Centro","8934230057",""
"Barreiras do Piauí","Biblioteca Pública Municipal de Barreiras do Piauí","Municipal","","","",""
"Barro Duro","Biblioteca Pública Municipal São João Batista","Municipal","Rua do Fio, s/n","Bananeira","8632341299",""
"Batalha","Biblioteca Pública Municipal Padre Joaquim Guimarães ","Municipal","Avenida Getúlio Vargas, 250 ","Centro","","bpmb77@hotmail.com "
"Bela Vista do Piauí","Biblioteca Pública Municipal Praça das Flores","Municipal","Avenida Valentim Marques Barbosa","Centro","(89) 3499-0096",""
"Belém do Piauí","Biblioteca Pública Municipal Luz do Saber","Municipal","Rua Joaquim Nelito da Silveira, s/n","Centro","8934410028",""
"Beneditinos","Biblioteca Pública Municipal Alete Cardoso de castro Alencar","Municipal","Praça Florano Peixoto, s/n","Centro","(86) 3269-1246","secbeneditinos@hotmail.com"
"Bertolínia","Biblioteca Pública Municipal Maria Ramos de S. Brito ","Municipal","Avenida Presidente Médice , s/n","Centro","","bibliotecabert@hotmail.com "
"Betânia do Piauí","Biblioteca Pública Municipal Francineide dos Santos Sousa ","Municipal","Praça São José, s/n ","Centro","(89) 3497-0005",""
"Boa Hora","Biblioteca Pública Municipal de Boa Hora","Municipal","Avenida Antonio Coelho Rodrigues, s/n","Centro","(86) 3241-1118","pmboahora@hotmail.com"
"Bocaina","Biblioteca Pública Municipal Raimundo Leal Barros","Municipal","Praça Cícero Gomes, 275","Centro","(89) 3448-1169","bibliotecabocainapi@hotmail.com"
"Bom Jesus","Biblioteca Pública Municipal Silvina Rosal Santos","Municipal","Rua Arsênio Santos, 93","Centro","8999747486",""
"Bom Princípio do Piauí","Biblioteca Pública Municipal de Bom Princípio do Piauí","Municipal","Avenida Ceara, 575","Centro","",""
"Bonfim do Piauí","Biblioteca Pública Municipal de Bonfim do Piauí","Municipal","","","",""
"Boqueirão do Piauí","Biblioteca Pública Municipal de Boqueirão do Piauí","Municipal","Avenida Tancredo Neves, s/n","Centro","",""
"Brasileira","Biblioteca Pública Municipal Adélia Siqueira Mendes","Municipal","Rua Pedro Nelson, 218","Centro ","",""
"Brejo do Piauí","Biblioteca Pública Municipal Brejo do Piauí","Municipal","Rua Timoteo Neri, s/n","Centro","",""
"Buriti dos Montes","Biblioteca Pública Municipal Poeta Afonso Soares Cavalcante","Municipal","Avenida José Soares, 142A","Centro","8632481181",""
"Cabeceiras do Piauí","Biblioteca Pública Municipal de Cabeceiras","Municipal","Rua 29 de Abril, s/n","Mangueira","",""
"Cajazeiras do Piauí","Biblioteca Pública Municipal Professora Maria Vieira","Municipal","Avenida Oracir Ferreira, 291","Centro","8934320001",""
"Cajueiro da Praia","Biblioteca Pública Municipal Cajueiro da Praia","Municipal","Praça José Adrião, 47 ","Centro","(86) 3369-1380",""
"Caldeirão Grande do Piauí","Biblioteca Pública Municipal de Caldeirão Grande do Piauí","Municipal","","","",""
"Campinas do Piauí","Biblioteca Pública Municipal Iraci Maria de Aquino Veloso","Municipal","Praça dos Correios","Centro","",""
"Campo Alegre do Fidalgo","Biblioteca Pública Municipal do Piauí","Municipal","","","",""
"Campo Grande do Piauí","Biblioteca Pública Municipal de Campo Grande do Piauí","Municipal","Rua Pedro de Carvalho, s/n","Centro","",""
"Campo Largo do Piauí","Biblioteca Pública Municipal Professora Rosemary S. L. Castro","Municipal","Rua Olegário Lucas, s/n","Centro","(86) 8121-2188 ",""
"Campo Maior","Biblioteca Pública Municipal Marion Saraiva","Municipal","Rua Capitão Manoel Oliveira, 54","Centro","",""
"Canavieira","Biblioteca Pública Municipal de Canavieira","Municipal","Rua 7 de Setembro, s/n","Centro","",""
"Canto do Buriti","Biblioteca Pública Municipal de Canto do Buriti","Municipal","Rua Félix Pacheco s/n","Centro","8935312354",""
"Capitão de Campos","Biblioteca Pública Municipal Professora Ana Maria de Andrade","Municipal","","","",""
"Capitão Gervásio Oliveira","Biblioteca Pública Municipla de Capitão Gervásio Oliveira","Municipal","","","",""
"Caracol","Biblioteca Pública Municipal Maguidiel Alencar da Mata  ","Municipal","Rua Miguel Rosa, s/n","Centro","(89) 3589-1181",""
"Caraúbas do Piauí","Biblioteca Pública Municipal Ananias Quaresma de Souza","Municipal","Avenida Felinto Tomas Portela, s/n","Centro","(86) 3333-0079","adrianoportela@hotmail"
"Caridade do Piauí","Biblioteca Pública Municipal José Antônio Lopes","Municipal","Rua João Maximiano Damasceno, 172","Centro","8934640053",""
"Castelo do Piauí","Biblioteca Pública Municipal Elza Miguel Brandão","Municipal","Praça Getúlio Vargas, 107","Centro","8699847525",""
"Caxingó","Biblioteca Pública Municipal Raimundo Francisco de Sousa ","Municipal","Rua Felipe Alves, s/n","Centro","(86) 3332-0030",""
"Cocal","Biblioteca Pública Municipal  de Cocal","Municipal","Rua Higino Cunha, s/n ","Centro","(86) 3362-1834","joaopassos.cocal@hotmail.com "
"Cocal de Telha","Biblioteca Pública Municipal de Cocal de Telha","Municipal","Rua Job de Macêdo, 2344","Centro","",""
"Cocal dos Alves","Biblioteca Pública Municipal Peti","Municipal","Rua Felismina Rodrigues de Brito, s/n","Centro","(86) 3333-1019",""
"Coivaras","Biblioteca Pública Municipal Professora Alice  ","Municipal","Rua Soldado Cruz, s/n","Centro","",""
"Colônia do Gurguéia","Biblioteca Pública Municipal José Augusto de Araújo Costa","Municipal","Avenida Juscelino Kubitschek, s/n","Centro","8935381356",""
"Colônia do Piauí","Biblioteca Pública Municipal Euridece Souza  ","Municipal","Rua Doutor José Gusmão, s/n ","Centro","(89) 3461-1159",""
"Conceição do Canindé","Biblioteca Pública Municipal de Conceição do Canindé","Municipal","","","",""
"Coronel José Dias","Biblioteca Pública Municipal Sandro Roberto Dias    ","Municipal","Avenida Juscelino Kubitschek, s/n","Centro","(89) 3585-1123","nanalage01@hotmail.com"
"Corrente","Biblioteca Pública Municipal Coronel Benjamin José Nogueira","Municipal","","Centro","",""
"Cristalândia do Piauí","Biblioteca PúblicaMunicipal de Cistalândia do Piaui   ","Municipal","Rua Luis Cunha Nogueira, s/n ","Centro","","biblioteca.municipal@bol.com.br"
"Cristino Castro","Biblioteca Pública Municipal  de Cristino Castro   ","Municipal","Avenida David Campos, s/n","Centro","(89) 3563-1779",""
"Curimatá","Biblioteca Pública Municipal Samoel Dourado Guerra  ","Municipal","Praça Abidias, s/n","Centro","(86) 3574-1375",""
"Currais","Biblioteca Pública Municipal de Currais","Municipal","","","",""
"Curral Novo do Piauí","Biblioteca Pública Municipal de Curral Novo do Piauí","Municipal","Rua São Pedro, s/n ","Centro","(89)4660-0055","erasmaalves@hotmail.com"
"Curralinhos","Biblioteca  Pública Municipal Sandra Rocha","Municipal","Assentamento Lagoa Nova, s/n","Zona Rural","","dila-lima@hotmail.com"
"Dirceu Arcoverde","Biblioteca Pública Municipal de Dirceu Arcoverde","Municipal","Rua José Valeriano de Sousa, s/n","Setor das Creches","8935871305",""
"Dom Expedito Lopes","Biblioteca Pública Municipal Ana Rosa Pereira de Moura","Municipal","Rua São João, 18","Centro","8934441106",""
"Dom Inocêncio","Biblioteca Pública Municipal de Dom Inocêncio","Municipal","Praça Camaratuan, s/n","Centro","(89)98101-3875","maiza.oliveira150@hotmail.com"
"Domingos Mourão","Biblioteca Pública Municipal Domingos Mourão","Municipal","Praça João de Brito, s/n","Centro","8632781181",""
"Elesbão Veloso","Biblioteca Pública Municipal Chico Chaves","Municipal","Rua da Usina, 71","Centro","8694064166",""
"Esperantina","Biblioteca Pública Municipal Antônio Otávio de Melo","Municipal","Praça Diógenes Rebelo, 868","Centro","8633832933",""
"Fartura do Piauí","Biblioteca Pública Municipal Valdemira Campos Braga","Municipal","Avenida Caludio de Santana Braga ","Centro","",""
"Flores do Piauí","Biblioteca Pública Municipal de Flores do Piauí ","Municipal","Avenida Getúlio Vargas, s/n ","Centro","",""
"Floresta do Piauí","Biblioteca Pública Municipal de Floresta do Piauí","Municipal","Largo Santo Inacio, 366","Centro","",""
"Floriano","Biblioteca Pública Municipal Costa e Silva","Municipal","Avenida Euripedesde Aguiar, 440","Centro","(86) 3221-7666","espacoculturalchristinocastro@gmail.com"
"Francinópolis","Biblioteca Pública Municipal Felícia Vasconcelos","Municipal","Rua 1º de Maio, s/n ","Centro","(89) 3472-1120","bibliotecadefrancinopolis@hotmail.com "
"Francisco Ayres","Biblioteca Pública Municipal de Francisco Ayres","Municipal","","","",""
"Francisco Macedo","Biblioteca Pública Municipal Mestre Lourenço","Municipal","Avenida Maria de Carvalho Alencar, s/n ","Centro","(89) 3435-0096 ",""
"Francisco Santos","Biblioteca Pública Municipal Dona Helena ","Municipal ","Rua Cristo Rei, s/n","","",""
"Fronteiras","Biblioteca Pública Municipal de Fronteiras","Municipal","Praça Getúlio Vargas, s/n,","Centro","(89) 3454-1348","smefront@hotmail.com"
"Geminiano","Biblioteca Pública Municipal Antonio Francisco da Costa e Silva ","Municipal","Avenida Nossa Senhora Aparecida, 203 ","Centro","","bibliotecadacostaeseilva@hotmail.com "
"Gilbués","Biblioteca Pública Municipal de Gilbués","Municipal","Rua Fortunato Mascarenhas, s/n","Centro","8935781282",""
"Guadalupe","Biblioteca Pública Municipal Maria Eldina de Sousa","Municipal","Praça César Calls, s/n ","Centro","","seducmgdp@yahoo.com.br "
"Guaribas","Biblioteca Pública Municipal João Correia Maia  ","Municipal","Praça 12 de Outurbo, s/n","Centro","(89) 3592-0026",""
"Hugo Napoleão","Biblioteca Pública Municipal Juliana F. Xavier ","Municipal","Rua Gerinalda Gomes, s/n ","Centro","",""
"Ilha Grande","Biblioteca Pública Municipal Maria Luiza da Costa","Municipal","Rua Projetada I, 229","Centro","8633230087",""
"Inhuma","Biblioteca Pública Municipal Fonte de Cultura","Municipal","Rua Acelino Almeida, 120","Centro","8934771214",""
"Ipiranga do Piauí","Biblioteca Pública Municipal Joel Borges","Municipal","Rua José do Rego, s/n","Centro","(89) 98818-3875","seducipiranga@hotmail.com"
"Isaías Coelho","Biblioteca Pública Municipal  de Isaías Coelho","Municipal","Rua Daniel Gomes s/n","Centro","(89) 3485-1120",""
"Itainópolis","Biblioteca Pública Municipal Wilson da Luz Silva","Municipal","Rua Francisco Xavier de Oliveira, 29","Centro","8934461454",""
"Itaueira","Biblioteca Pública Municipal de Itaueira","Municipal","","","",""
"Jacobina do Piauí","Biblioteca Pública Municipal de Jacobina do Piauí","Municipal","Praça Estácio de Almeida, s/n ","Centro","(89) 3488-1238",""
"Jaicós","Biblioteca Pública Municipal Manoel da Cruz Contrilo  ","Municipal","Avenida Getúlio Vargas, s/n","Centro","",""
"Jardim do Mulato","Biblioteca Pública Municipal de Jardim Mulato","Municipal","Rua João Barbosa, s/n","Centro","8694224529",""
"Jatobá do Piauí","Biblioteca Pública Municipal Luz do Saber","Municipal","Rua Francisco Pereira, 83","Centro","",""
"Jerumenha","Biblioteca Pública Municipal Godofreda Rocha Mendonça ","Municipal","Rua Desembargador Freitas, 58 ","Centro","",""
"João Costa","Biblioteca Pública Municipal Maria Rodrigues da Silva","Municipal","Avenida 1º de Janeiro s/n ","Centro","8934860068",""
"Joaquim Pires","Biblioteca Pública Municipal de Joaquim Pires","Municipal","Rua Doroteu Sertão, 560","Centro","(86) 3360-1192","aldecimv@hotmail.com"
"Joca Marques","Biblioteca Pública de Joca Marques","Municipal","Avenida Edilberto Marques, s/n","centro","",""
"José de Freitas","Biblioteca Pública Municipal Agripina Portelot   ","Municipal","Avenida Américo Celestino, 180","Centro","(86) 3264-1906",""
"Juazeiro do Piauí","Biblioteca Pública Municipal de Juazeiro do Piauí","Municipal","Rua Luiz Visgueira, s/n","Centro","",""
"Júlio Borges","Biblioteca Pública Municipal Júlio Braga","Municipal","Rua Denominação, 68","Centro","8935530040",""
"Jurema","Biblioteca Pública Municipal Júlia Ribeiro Soares","Municipal","Avenida Marcelo Castro, s/n","Centro","8935910006",""
"Lagoa Alegre","Biblioteca Pública Municipal João Câncio   ","Municipal","Avenida José Moedia, s/n","Centro","(86) 3267-1133",""
"Lagoa de São Francisco","Biblioteca Pública Municipal de Lagoa de São Francisco","Municipal","Rua Antonio Luis, s/n","Centro","",""
"Lagoa do Barro do Piauí","Biblioteca Pública Municipal Professor Cipriano Alberto da Costa","Municipal","Rua Tancredo Neves, s/n","Centro","8934980063",""
"Lagoa do Piauí","Biblioteca Pública Municipal Edilson Ferreira de Medeiros","Municipal","Rua Humberto de Oliveira Silva, 1160","Centro","8632591141",""
"Lagoa do Sítio","Biblioteca Pública Municipal Luís Félix da Silva","Municipal","Rua Zeca de Sousa, s/n","Piçarra","8934671104",""
"Lagoinha do Piauí","Biblioteca Pública Municipal Professor Umiralice Alves de Sousa","Municipal","Avenida Principal, 641","Centro","8632860022",""
"Landri Sales","Biblioteca Pública Municipal Doutor José Ribamar Neiva Ferreira","Municipal","Rua Emídio Martins Moreira, s/n","São Francisco","8935421135",""
"Luís Correia","Biblioteca Pública Municipal Estudante Ricardo Lima Araújo","Municipal","Rua Edilson Araújo, 419","Centro","8633671496",""
"Luzilândia","Biblioteca Pública Municipal Maria da Conceição dos Reis","Municipal","Avenida Presidente Vargas, s/n","Centro","",""
"Madeiro","Biblioteca Pública Municipal Professora Maria das Graças Ramos","Municipal","Avenida José Rodrigues, s/n","Centro","",""
"Manoel Emídio","Biblioteca Pública Municipal Professora Joanete  ","Municipal"," Rua Manoel Belchão, s/n","Centro","(89) 3535-1188",""
"Marcolândia","Biblioteca Pública Municipal Professora Rejane Barbosa","Municipal","Avenida Corintos Matos, s/n","Centro","8934391174",""
"Marcos Parente","Biblioteca Pública Municipal de Marcos Parente","Municipal","Rua Landri Sales, s/n","Centro","(89) 3541-1148",""
"Massapê do Piauí","Biblioteca Pública Municipal  de Massapê do Piauí","Municipal","Avenida Pedro Martins, s/n","Centro","",""
"Miguel Alves","Biblioteca Pública Municipal Doutor Paulo Freitas ","Municipal","Avenida Desembargador Simplicio Mendes, s/n","Centro","(86) 3244-1215",""
"Miguel Leão","Biblioteca Pública Municipal","Municipal","","","",""
"Milton Brandão","Biblioteca Pública Municipal Celesina ","Municipal","Rua José Lino, s/n","Centro","(86) 3281-0024","ceica.castro1@hotmail.com"
"Monsenhor Gil","Biblioteca Pública Municipal Professora Antônia Medeiros Noronha Pessoa","Municipal","Avenida Joel Mendes, 662","Centro","(86) 99930-7754","celizmgc@gmail.com"
"Monsenhor Hipólito","Biblioteca Pública Municipal Professor Francisco Richard Bezerra","Municipal","Avenida Carlos Libório, 390","Centro","8934331112",""
"Monte Alegre do Piauí","Biblioteca Pública Municipal de  Monte Alegre do Piauí","Municipal","Rua Demerval Lobão, s/n ","Centro","(89) 3577-1181",""
"Morro Cabeça no Tempo","Biblioteca Pública Municipal de Morro Cabeça no Tempo","Municipal","Avenida Abrãao Alves, s/n","Centro","(89) 3571-0059",""
"Morro do Chapéu do Piauí","Biblioteca Pública Municipal Poeta José do Patrocínio Nogueira ","Municipal","Rua Edmar Nogueira Rebelo, s/n","Centro","(86) 3382-1186",""
"Murici dos Portelas","Biblioteca Pública Municipal de Murici dos Portelas","Municipal","","","",""
"Nazaré do Piauí","Biblioteca Pública Municipal de Nazaré do Piauí","Municipal","Rua Presidente Dutra, 378 ","Centro","(88) 3557-1216",""
"Nossa Senhora de Nazaré","Biblioteca Pública Municipal Nossa Senhora de Nazaré ","Municipal","Rua Martinio Malisa, s/n ","Centro","(86) 3272-0030",""
"Nossa Senhora dos Remédios","Biblioteca Municipal Nair Rodrigues ","Municipal","Avenida Sigefrêdo Pacheco, 133 ","Centro","(86)3245-1336 ",""
"Nova Santa Rita","Biblioteca Pública Municipal  de Nova Santa Rita","Municipal","Rua Benedito Clementino de Carvalho s/n ","Centro","8934810069",""
"Novo Oriente do Piauí","Biblioteca Pública Municipal de Novo oriente do Piauí","Municipal","Rua Sete de Setembro, 480","Centro","(89) 9926-1823","se.edu.no-pi@bol.com.br"
"Novo Santo  Antônio","Biblioteca Pública de Novo Santo Antônio","Municipal","","","",""
"Oeiras","Biblioteca Pública Municipal Solar das 12 Janelas ","Municipal","Praça das Vitórias, s/n ","Centro","",""
"Olho D'Água do Piauí","Biblioteca Pública Municipal de olho D'Água do Piuí","Municipal","Avenida Norberto Lima, s/n","Centro","(86) 3294-0060","smeduc.olhodagua@hotmail.com"
"Padre Marcos","Biblioteca Pública Municipal Professora Carmelita  ","Municipal"," Praça Cícero José da Silva, s/n","Centro","(89) 3431-1120",""
"Paes Landim","Biblioteca Pública Municipal de paes Landim","Municipal","Rua Moraes, s/n","Centro","(89) 9415-5838","seducpaeslandim@hotmail.com"
"Pajeú do Piauí","Biblioteca Pública Municipal de Pajeú","Municipal","Avenida Maria Antunes Ribeiro, s/n","Centro","8935320100",""
"Palmeira do Piauí","Biblioteca Pública Municipal Solange Lemos","Municipal","Praça Né Luz, 322","Centro","8935681256",""
"Palmeirais","Biblioteca Pública de Palmeirais","Municipal","","","",""
"Parnaguá","Biblioteca Pública Municipal de Parnaguá","Municipal","Praça Marquês de Parnaguá, s/n","Centro","",""
"Parnaíba","Biblioteca Pública Municipal de Parnaíba","Municipal","Rua Duque de Caxias, 614","Centro","",""
"Passagem Franca do Piauí","Biblioteca Pública Municipal de Passagem Franca do Piauí","Municipal","Rua Francisco Melo, 415 ","Centro","",""
"Patos do Piauí","Biblioteca Pública Municipal de Patos do Piauí","Municipal","Avenida Antônio Crisanto de Souza, s/n ","","",""
"Pau D'Arco do Piauí","Biblioteca Pública Municipal Alice Maria de Paiva Costa","Municipal","Avenida Otília Maria de Paiva, 670","Centro","8632750006",""
"Paulistana","Biblioteca Pública Municipal Professor Walfredo José da Costa","Municipal","Avenida Marechal Deodoro, 301","Centro","",""
"Pavussu","Biblioteca Pública Municipal de Pavussu","Municipal","","","",""
"Pedro II","Biblioteca Pública Municipal Padre Áureo","Municipal","Rua Corinto Andrade, 375","Centro","8632711662",""
"Picos"," Biblioteca Pública Municipal Doutor Paulo Liborio ","Municipal","Praça Josino Ferreira, 356 ","Centro","",""
"Pimenteiras","Biblioteca Pública Municipal Professor Abel de Souza  ","Municipal","Praça Leonidas de Melo, s/n ","Centro","(89) 3474-1177",""
"Pio IX","Biblioteca Pública Municipal Professor João Suassuna de Melo","Municipal","Rua Major Vitalino Bezerra, 401","Centro","8934531184",""
"Piracuruca","Biblioteca Pública Municipal  Poetisa Luiza Amélia","Municipal","","","",""
"Piripiri","Biblioteca Pública Municipal Casa das Letras","Municipal","Rua Professor Bem, 460","Centro","8632763659",""
"Porto","Biblioteca Pública Municipal Professor Waldir Bast  ","Municipal","Rua Nossa Senhora de Fátima, 182 ","Centro","(86) 32431215",""
"Porto Alegre do Piauí","Biblioteca Pública Municipal de Porto Alegre do Piauí","Municipal","","","",""
"Prata do Piauí","Biblioteca Pública Municipal de Prata do Piauí","Municipal","Praça da Matriz, 140","Centro","",""
"Queimada Nova","Biblioteca Pública Municipal Queimada Nova","Municipal","Avenida Egídio Coelho, s/n","Centro","8934950099",""
"Redenção do Gurguéia","Biblioteca Pública Municipal de Redenção do Gurgueia","Municipal","Rua José Dário dos Santos, 437","Centro","8935661450",""
"Regeneração","Biblioteca Pública Municipal Professor Manoel Paulo Nunes","Municipal","Avenida Alberto Leal Nunes, s/n","Centro","8632931211",""
"Riacho Frio","Biblioteca Pública Municipal Alexandrina Mascarenhas","Municipal","","","",""
"Ribeira do Piauí","Biblitoeca Pública Municipal Professora Maridete Pereira Borges","Municipal","Rua Avelino Borges, s/n","Centro","(84) 3534-0056",""
"Ribeiro Gonçalves","Biblioteca Pública Municipal de Ribeiro Gonçalves","Municipal","","","",""
"Rio Grande do Piauí","Biblioteca Pública Municipal  de Rio Grande do Piauí","Municipal"," Rua da Liberdade, s/n","Centro","",""
"Santa Cruz dos Milagres","Biblioteca Pública Municipal Padre Valdeci do Espírito Santo","Municipal","Avenida Antônio Tomé, s/n","Centro","8934691200",""
"Santa Filomena","Biblioteca Pública  Municipal de Santa Filomena","Municipal","Rua Barão de Paraim, s/n","Centro","",""
"Santa Luz","Biblioteca Pública Municipal de Santa Luz","Municipal","Praça São Francisco, 97","Centro","(89) 3565-1198","jesse.barbosa@hotmail.com"
"Santa Rosa do Piauí","Biblioteca Pública Municipal de Santa Rosa do Piauí","Municipal","Rua Hildebrando Pereira, 531 ","Centro","(89) 3428-1153 ","bibliotecas.rosa@gmail.com "
"Santana do Piauí","Biblioteca Pública Municipal Novos Horizontes","Municipal","Rua 21 de Abril, 167","Centro","8934431112",""
"Santo Antônio de Lisboa","Biblioteca Pública Municipal de Santo Antônio de Lisboa","Municipal","","Centro","",""
"Santo Antônio dos Milagres","Biblioteca Pública Municipal de Santo Antonio dos Milagres","Municipal","Rua Luis Gomes, 55","Centro","(86) 3239-0002","educacao.sampi@hotmail.com"
"Santo Inácio do Piauí","Biblioteca Pública Municipla de Santo Inácio do Piauí","Municipal","","","",""
"São Braz do Piauí","Biblioteca Pública Municipal de São Braz do Piauí","Municipal","Praca Jose Gregorio da Costa, s/n","Centro","",""
"São Félix do Piauí","Biblioteca Pública Municipal Seminarista João de Deus Cunha","Municipal","Rua Pedro Custódio, 511","Centro","8932951134",""
"São Francisco de Assis do Piauí","Biblioteca Pública Municipal São Francisco de Assis ","Municipal"," Rua Damasceno, s/n","Centro","(89) 3496-0060",""
"São Francisco do Piauí","Biblioteca Pública Municipal Adeodato Madeiro   ","Municipal","Praça Joaquim Moreira, s/n","Centro","(89) 3558-1298",""
"São Gonçalo do Piauí","Biblioteca Pública Municipal de São Gonçalo do Piauí","Municipal","Rua Adonias Coelho, 412","Centro","(86) 3289-1259","educacaosgpi@hotmail.com"
"São João da Canabrava","Biblioteca Pública Municipal Antonia Maria de Lima   ","Municipal","Avenida São João Batista, 911","Centro","(89) 3429-1102",""
"São João da Fronteira","Biblioteca Pública Municipal Cícero Justino Machado","Municipal","Rua São Paulo, 360","Centro","8633451195",""
"São João da Serra","Biblioteca Pública Municipla de São João da Serra","Municipal","Avenida Presidente Médice, 142","Centro","(86)3251-1169","fernandesdesousaarlene@yahoo.com.br"
"São João da Varjota","Biblioteca Pública Municipal de São João da Varjota","Municipal","Avenida Tibério Siqueira, s/n","Centro","8934780004",""
"São João do Arraial","Biblioteca Pública Municipal Joaquim Canuto","Municipal","Avenida Vicente Augusto, 1196","Centro","8633851107",""
"São João do Piauí","Biblioteca Pública Municipal Osvaldo Santos","Municipal","Avenida Cândido Coelho, s/n","Centro","",""
"São José do Divino","Biblioteca Pública Municipal de São José do Divino","Municipal","Avenida Manoel Divino, s/n","Centro","(86) 3346-1231","biblioteca.municipal@saojosedodivino.pi.gov.br"
"São José do Peixe","Biblioteca Pública Municipal Maria do Socorro Carvalho Coelho","Municipal","Rua Francisco Mendes, s/n","Centro","8935541101",""
"São José do Piauí","Biblioteca Pública Municipal Ministério da Cultura","Municipal","Avenida Central, 447","Centro","8934471214",""
"São Julião","Biblioteca Pública Municipal Manuel José de Carvalho","Municipal","Avenida Emídio da Costa Nogueira, 373","Centro","8934381120",""
"São Lourenço do Piauí","Biblioteca Pública Municipal  de São Lourenço do Piauí","Municipal","Avenida 29 de Abril, s/n ","Centro","(89) 3586-1124",""
"São Luis do Piauí","Biblioteca Pública Municipal Mariquinha Ribeiro","Municipal","Avenida Luís Borges de Sousa, s/n","Centro","","arianebezerra@hotmail.com"
"São Miguel da Baixa Grande","Biblioteca Municipal de São Miguel da Baixa Grande  ","Municipal","Av. Júlio Teixeira s/n","Centro","8632960049",""
"São Miguel do Fidalgo","Biblioteca Pública Municipal de são Miguel do Fidalgo","Municipal","","","(89) 3547-0097","pmsaomigueldofidalgo@hotmail.com"
"São Miguel do Tapuio","Biblioteca Pública Municipal de São Miguel do Tapuio","Municipal","Rua Antônio Feitosa,  90 ","Centro","(86) 3249-1311",""
"São Pedro do Piauí","Biblioteca Pública Municipal Eduardo Batista Soares","Municipal","Avenida Presidente Vargas, 588","Centro","8632801578",""
"São Raimundo Nonato","Biblioteca Pública Municipal Professora Hercília Deusdará da Silva","Municipal","Avenida Professor João Mendes, s/n","Centro","8994119415",""
"Sebastião Barros","Biblioteca Pública Municipal Sebastião Barros","Municipal","Avenida 1.º de Janeiro, s/n","Centro","8935640064",""
"Sebastião Leal","Biblioteca Pública Municipal Ani Heinrich Sanders","Municipal","Rua São José, s/n","Centro","8935450062",""
"Sigefredo Pacheco","Biblioteca Pública Municipal Professora Maria Odete Pereira Moura","Municipal","","","",""
"Simões","Biblioteca Pública Municipal Ravena Kaylly Silva Carvalho","Municipal","Rua José Carvalho, s/n","Centro","","daniloadrenalina@hotmail.com"
"Simplício Mendes","Biblioteca Pública Municipal José Severiano da Costa Andrade","Municipal","Rua Santos Dumont, s/n","Nova Cidade","8934821454",""
"Socorro do Piauí","Biblioteca Pública Municipal Professor Vicente dos","Municipal"," Rua Costa e Silva, s/n","Centro","(89) 3480-1202",""
"Sussuapara","Biblioteca Pública Municipal de Sussuapara ","Municipal","Rua Antônio Pereira Leal, 98 ","Centro","(89) 3425-0028 ",""
