"MUNICÍPIO","NOME DA BIBLIOTECA","VÍNCULO","ENDEREÇO","BAIRRO","TELEFONE","E-MAIL"
"Feira Nova do Maranhão","Biblioteca Pública Municipal Paulo Freire","Municipal","Praça Central, s/n","Centro","",""
"Fernando Falcão","Biblioteca Pública Municipal Professor Necy Almeida Santiago","Municipal","Rua Altino Resplandes, s/n","Centro","(99) 3424-1011",""
"Formosa da Serra Negra","Biblioteca Pública Municipal Francisco Rosas","Municipal","Rua dos Três Poderes, s/n","Vila Viana","(99) 3565-1340",""
"Fortaleza dos Nogueiras","Biblioteca Pública Municipal Professora lucileide Cunha de Sá","Municipal","Rua do Comércio, s/n","Centro","(99) 98219-1700","bibliotecamunicipal2015@outlook.com.br
"
"Fortuna","Biblioteca Pública Municipal de Fortuna","Municipal","","","",""
"Godofredo Viana","Biblioteca Pública Municipal José de Alencar","Municipal","Rua Doutor Antônio Dino, 249","Centro","(98) 3395-1200",""
"Gonçalves Dias","Biblioteca Pública Municipal de Gonçalves Dias","Municipal","Praça Miguel Bahuri, s/n","Centro","",""
"Governador Archer","Biblioteca  Pública Municipal de Governador Archer","Municipal","Rua do Comércio, s/n ","Centro","(99)98195-1116","neumaapipa@gmail.com"
"Governador Edison Lobão","Biblioteca Pública Municipal de Professor Antonio José da Silva","Municipal","Rua da Torre, 480","Vila Edinho","(99) 99935-7633","semucvovl@gmail.com"
"Governador Eugênio Barros","Biblioteca Pública MunicipalMinistro Jarbas Passarinho","Municipal","Rua 12 de Outubro, 635","Centro","(99) 3564-1219",""
"Governador Luiz Rocha","Biblioteca Pública Municipal Padre Danilo Gazzetto","Municipal","Avenida Getúlio Vargas, s/n","Centro","(99) 3561-248",""
"Governador Newton Bello","Biblioteca Pública Municipal Manoel do Nascimento","Municipal","Rua São João, s/n","Centro","(98) 8156-1631 ","bmnb2009@hotmail.com"
"Governador Nunes Freire","Biblioteca Pública Municipal Omar Herac","Municipal","Rua do Varejão, s/n","Centro","(98) 98426-5114","pinokiognf@gmail.com"
"Graça Aranha","Biblioteca Pública Municipal de Graça Aranha","Municipal","Rua São Francisco, s/n ","Centro","(99) 3575-1297 ",""
"Grajaú","Biblioteca Pública Municipal Jarbas Passarinho","Municipal","Rua 7 de Setembro, s/n","Centro","(99) 98249-1752","joaoalbertoleda5@gmail.com
"
"Guimarães","Biblioteca Pública Municipal João Pedro Dias Vieira","Municipal","Rua Dias Vieira, s/n","Centro","(98) 98342-1054",""
"Humberto de Campos","Bibloteca Pública Municipal de Humberto de Campos","Municipal","Avenida Lister Caldas, s/n ","Centro","(98) 3367-1641","bibliotecahc@yahoo.com.br
"
"Icatu","Biblioteca Pública Municipal","Municipal","Praça Eurico Jerônimo de Albuquerque, s/n","Centro","(98) 3362-1421","seculturaicatu@gmail.com
"
"Igarapé do Meio","Biblioteca Pública Municipal de Igarapé do Meio","Municipal","Rua das Flores, s/n","Centro","",""
"Igarapé Grande","Biblioteca Pública Municipal Ezequiel Galvão","Municipal","Praça Mariano Costa, s/n","Centro","(99) 3647-1390",""
"Imperatriz","Biblioteca Pública Municipal Professor Osvaldo Carvalho I","Municipal","Rua São Domingos, da Fonseca, 36","Beira Rio","(99)3523-0519","bpmosvaldof.carvalho@hotmail.com
"
"Itaipava do Grajaú","Biblioteca Pública Municipal de Itaipava do Grajaú","Municipal","Avenida Deputado Mercial Lima de Arruda, s/n","Centro","","marciorodriguesdeaquino@hotmail.com"
"Itapecuru Mirim","Biblioteca Pública Municipal Benedito Bogéa Buzar","Municipal","Praça Cônego Albino Campos, s/n","Centro","(98)99155-6644","elvalto-diniz@hotmail.com"
"Itinga do Maranhão","Biblioteca Pública Municipal São Sebastião","Municipal","Rua Mantena, 270","São Sebastião","(99) 99209-9745",""
"Jatobá","Biblioteca Pública Municipal de Jatobá","Municipal","Travessa Onorato José, s/n","Centro","",""
"Jenipapo dos Vieiras","Biblioteca Pública Municipal Raimundo Ferreira Lima","Municipal","Rua Raimundo Ferreira Lima, s/n","Centro","(99) 3425-1065",""
"João Lisboa","Biblioteca Pública Municipal Josué Montello","Municipal","Rua Parsondas de Carvalho, 14","Centro","(99) 98405-1838","bpmjosuemontello@gmail.com"
"Junco do Maranhão","Biblioteca Pública Municipal Professora Francisca de Jesus Medeiros Paula ","Municipal","Avenida Bom Pastor, s/n ","Centro","(94)98409-9118","bpmjuncodoma
@hotmail.com"
"Lago da Pedra","Biblioteca  Pública Municipal Jarbas do Passarinho","Municipal","","","(99) 98158 -5018","maria-gorethfranca@hotmail.com
"
"Lago do Junco","Biblioteca Pública Municipal Gonçalves Dias ","Municipal","Rua Hosnno G. Ferreira, s/n","Centro","(99)98400-7225","wiltonduarth@yahoo.com.br
"
"Lago dos Rodrigues","Biblioteca Zilma Matias da Paz ","Municipal","Rua Frei José, s/n ","Centro","(99) 98403-6489","socorroribeiro8@hotmail.com
"
"Lago Verde","Biblioteca Pública Estadual Farol da Educação ","Municipal","Avenida Presidente Kennedy, s/n ","Centro","",""
"Lagoa do Mato","Biblioteca Pública Municipal de Lago do Mato ","Municipal","Rua do Comércio, s/n ","Centro","(98) 3572-1431 ",""
"Lagoa Grande do Maranhão","Biblioteca Pública Municipal Solon Henrique de Oliveira","Municipal","Rua do Sol, s/n","Centro","(99) 3633-1133",""
"Lajeado Novo","Biblioteca Pública Municipal Valdimir Bandeira Bar ","Municipal","Avenida Moises Bandeira, s/n","Centro","",""
"Loreto","Biblioteca Pública Municipal  de Loreto","Municipal","","","",""
"Luís Domingues","Biblioteca Pública Municipal Professor  Nelsonita Sodre","Municipal","Travessa Sinfronio Pereira, s/n","Centro","(98)98447-0452","doracy1975@hotmail.com"
"Magalhães de Almeida","Biblioteca Municipal Professora Neusa Cunha  ","Municipal","Av. Getúlio Vargas s/n","","9834831377",""
"Maracaçumé","Biblioteca Pública Municipal de Maracaçumé","Municipal","Avenida Deise Sousa, s/n","Centro","(98) 8827-5664",""
"Maranhãozinho","Biblioteca Pública Municipal Maria Luiza Silva dos Santos","Municipal","Rua Boa Vista, s/n","Centro","(98) 8701-2043",""
"Mata Roma","Biblioteca Pública Municipal de Mata Roma","Municipal","Rua Francisco Lino de Oliveira, 889","Centro","(98) 3475-1818",""
"Matinha","Biblioteca Pública Municipal Doutor Manoel Santana Câmara Alves","Municipal","Praça Juarez Costa, s/n ","Centro","(98)98432-9868","gerlan.alvez27@hotmail.com"
"Matões","Biblioteca Farol da Educação Luciano Tenório ","Municipal","","","",""
"Milagres do Maranhão","Biblioteca Pública Municipal Alfredo Cardoso","Municipal","Rua Coronel Francisco Macatrão, s/n","Centro","(98) 3486-1038",""
"Mirador","Biblioteca Pública Municipal Rui Barbosa","Municipal","Rua Duque de Caxias, s/n","Centro","(99) 98818-4216","professorlegal.c@hotmail.com
"
"Miranda do Norte","Biblioteca Pública Municipal Professora Marinalva Ribeiro Sampaio","Municipal","Avenida Brasil, s/n","Bairro Novo","(98)98197-1047","mronilson@yahoo.com.br"
"Mirinzal","Biblioteca Pública Municipal Joaquim Souza Andrade","Municipal","Praça das Luzes, s/n","Centro","(98) 98913-1592",""
"Monção","Biblioteca Pública Municipal de Monção","Municipal","Rua J. J. Gomes, s/n","Centro","(98) 3664-4436",""
"Montes Altos","Biblioteca Pública Municipal Fortunato Moreira Neto","Municipal","Avenida Fabrício Ferraz, 360","Centro","(99) 3572-0153",""
"Morros","Biblioteca Publica Municpal Socorro Coqueiro ","Municipal","","","(99) 8887-3014",""
"Nina Rodrigues","Biblioteca Farol da Educação Francisco Alberto Pereira Lago Lima","Municipal","","","",""
"Nova Colinas","Biblioteca Pública Municipal Monteiro Lobato","Municipal"," Rua Edson Lobão, s/n","Centro","(98) 3602-1046",""
"Nova Iorque","Biblioteca Pública Municipal José Leão de Carvalho Mello","Municipal","Quadra 8, s/n","","",""
"Nova Olinda do Maranhão","Biblioteca Pública Municipal Nova Olinda do Maranhão","Municipal","Rua do Comércio, 720","Centro","(98)98812-0696","iraneldebrito@hotmail.com"
"Olho d'Água das Cunhãs","Biblioteca Pública Municipal de Olho d'Àgua das Cunhas","Municipal","Rua Norte, s/n","Centro","(98) 98123-2769","maycon.lipe@hotmail.com"
"Olinda Nova do Maranhão","Biblioteca Pública Raimundo Lídio ","Municipal"," Av. Rio Novo s/n","","9834871246",""
"Paço do Lumiar","Biblioteca Pública Municipal Astolfo Serra ","Municipal","Praça Nossa Senhora da Luz , s/n","Centro","",""
"Palmeirândia","Biblioteca Pública Municipal Padre Bento Dominici ","Municipal","Rua Governador Nelton Belo, s/n"," Centro","",""
"Paraibano","Biblioteca Pública Municipla Benta Coelho Brito Lira ","Municipal","Rua Coelho Neto, s/n ","Centro","(98) 98256-6689","nunesdocarmo@outlook.com"
"Parnarama","Biblioteca Pública Municipal Olindina Silveira","Municipal","Avenida Carolina, s/n","Centro","",""
"Passagem Franca","Biblioteca Pública Municipal Josué Montello","Municipal","Praça Presidente Médici, 503","Centro","(99) 98406-7446",""
"Pastos Bons","Biblioteca Pública Municipal de Pastos Bons","Municipal","Rua Floriano Peixoto , s/n","Centro","",""
"Paulino Neves","Biblioteca Pública Municipal Professora Maria dos Reis","Municipal","Avenida Rio Novo , s/n","Centro","(98) 3487-1246","staciagomes@hotmail.com"
"Paulo Ramos","Biblioteca  Pública Municipal Laura Ribeiro da Silva Lima ","Municipal","Rua Castelo Branco, s/n ","Centro","(98) 98121-9342","pccarlos@hotmail.com"
"Pedreiras","Biblioteca Antenor Amaral","Municipal","Avenida Rio Branco, 111","Centro","(99)98112-9760","nete2010@yahoo.com.br"
"Pedro do Rosário","Biblioteca Pública Municipal Waldinolia de Jesus Costa Cutrin","Municipal","Avenida Pedro Cunha Mendes, s/n","","(98)98469-6768","clenilsonrs@hotmail.com
"
"Penalva","Biblioteca Pública Municipal Carlos Alberto Sá Barros","Municipal","Rua Dr Djalma Marques, 239","São Pedro","(98)3358-1329","bpmcasb@gmail.com"
"Pindaré-Mirim","Biblioteca Pública Municipal Aracy Magalhães ","Municipal","Praça São Pedro, s/n ","Centro","",""
"Pinheiro","Biblioteca Pública Municipal Doutor Elisabeto B. de Carvalho","Municipal","Rua Josias Peixoto de Abreu, 243","Centro","(98) 98155-1010",""
"Pio XII","Biblioteca Pública Municipal Rui Barbosa","Municipal","Praça Central, 26","Centro","(98) 4141-2735",""
"Poção de Pedras","Biblioteca Pública Municipal Professora Afonsina Mota","Municipal","Rua Alto Brilhante","Alto Brilhante","(99) 8812-1244",""
"Porto Franco","Biblioteca Pública Municipal Antônio Gomes Pereira","Municipal","Rua Maranhão Sobrinho, s/n","Centro","(99) 3571-2540",""
"Porto Rico do Maranhão","Biblioteca Pública Municipal de Porto Rico do Maranhão","Municipal","Rua Edson Lobão, s/n","Centro","(98) 98464-6836","semedpr@ig.com.br
"
"Presidente Dutra","Biblioteca Pública  Municipal Miguel Claudemiro Machado ","Municipal","Rua Oriente, s/n, 1º Andar ","Centro","(98) 3640-1116",""
"Presidente Juscelino","Biblioteca Pública Municipal Castro Alves","Municipal","Rua Longuinhos Silvino Alves, 517","Centro","(98) 3364-1385",""
"Presidente Médici","Biblioteca Pública Municipal Irmão Odylo Hignácio ","Municipal","Rua da Igreja ,s/n","Centro","(98) 98400-7464","irlanius@yahoo.com.br"
"Presidente Sarney","Biblioteca Pública Municipal de Presidente Sarney","Municipal","Avenida Padre Luís Risso, s/n","Centro","(98) 3384-1073","arnaldo.mtd@gmail.com"
"Presidente Vargas","Biblioteca Pública Municipal Mariano Sousa","Municipal","Avenida Pio XII, 20 ","Centro","(98)98750-9236","paulogilvan25@hotmail.com"
"Primeira Cruz","Biblioteca Pública Municipal de Primeira Cruz","Municipal","","","(98) 98721-3818",""
"Raposa","Biblioteca Pública Municipal de Raposa","Municipal","Avenida Principal, s/n","Centro","(98) 98823-5936","biblioteca.raposa.ma@gmail.com"
"Riachão","Biblioteca Pública Municipal Parsondas de Carvalho ","Municipal","Praça Clóvis Vidigal, 716 ","Centro","(99)98810-6672",""
"Ribamar Fiquene","Biblioteca Pública Municipal de Ribamar Fiquene","Municipal","BR 010, 474","Centro","(99) 8116-3268",""
"Rosário","Biblioteca Pública Municipal Professora Maria dos Remédios dos Santos Lopes","Municipal","Rua Heráclito Nina, 3106","Centro","(98) 3345-1554",""
"Sambaíba","Biblioteca Pública Municipal Professor da Cruz Rego","Municipal","Avenida Doutor Paulo Ramos, s/n","Centro","(99) 3544-1328",""
"Santa Filomena do Maranhão","Biblioteca Pública Municipal de Santa Filomena do Maranhão","Municipal","Avenida Valentim Gomes, s/n","Centro","(99) 98200-2462","secultjuventudesf@gmail.com"
"Santa Helena","Biblioteca Pública Municipal de Santa Helena ","Municipal","Rua Doutor Paulo Ramos, 141 ","Centro","(98) 382-1360 ",""
"Santa Inês","Biblioteca Pública Municipal Luís Barros Elouf","Municipal","Praça da Saudade, s/n","Centro","(98) 8809-0437",""
"Santa Luzia","Biblioteca Pública Municipal Gonçalves Dias","Municipal","Praça José Ferreira Leite, s/n ","Centro","(98) 858-1190",""
"Santa Luzia do Paruá","Biblioteca Pública  Municipal de Santa Luzia do Paruá","Municipal","","","",""
"Santa Quitéria do Maranhão","Biblioteca Pública Municipal Santa Quitéria","Municipal","","","",""
"Santa Rita","Biblioteca Pública Municipal Padre Oswaldo Marinho Fernandes ","Municipal","Praça Doutor Carlos Macieira, s/n ","Centro","(98) 3451-1771 ","educasantarita@bol.com.br "
"Santana do Maranhão","Biblioteca Pública Municipal João Almeida","Municipal","Avenida Governadora Roseana Sarney, s/n","Centro","(98) 3488-1020",""
"Santo Amaro do Maranhão","Biblioteca Pública Municipal Professora Maria Carvalho","Municipal","Rua do Sol, s/n","Centro","(98) 3369-1127",""
"Santo Antônio dos Lopes","Biblioteca Pública Municipal de Santo Antônio dos Lopes ","Municipal","Praça Abrãoo Ferreira, s/n","Centro","(98) 642-1158 ",""
"São Benedito do Rio Preto","Biblioteca Pública Municipal Oliveira Marques","Municipal","Rua José Mesquita, 37","Centro","(98) 99962-0173",""
"São Bento","Biblioteca Pública Municipal Antonia Saturnina Chagas","Municipal","Praça da Matriz, 185","Matriz","",""
"São Bernardo","Biblioteca Bernardo Coelho de Almeida ","Municipal","Rua Barão do Rio Branco, s/n ","Centro","",""
"São Domingos do Azeitão","Biblioteca Pública Municipal São Domingos do Azeitão","Municipal","Rua do Porto Velho","Centro","(98)98847-1225","mariajeanne-duarte@hotmail.com"
"São Domingos do Maranhão","Biblioteca Pública Municipal Raimundo Nonato Fontenelle ","Municipal","Avenida 14 de Abril, s/n ","","(98) 578-1112 ",""
"São Félix de Balsas","Biblioteca Pública Municipal de São Félix de Balsas","Municipal","","","",""
"São Francisco do Brejão","Biblioteca Pública Municipal de São Francisco do Brejão","Municipal","Avenida Castelo Branco, s/n","Centro","(99)  3587-1156","bibliotec.tele@gmail.com"
"São Francisco do Maranhão","Biblioteca Pública Municipal Coronel Raimundo Soares","Municipal","Avenida Policarpo, s/n","Centro","(86) 9409-0933",""
"São João Batista","Biblioteca Pública Municipal de São João Batista ","Municipal","Praça da Matriz, 29","Centro","(98) 98417-1874",""
"São João do Carú","Biblioteca Pública Municipal Ferreira Gullart","Municipal","Rua do Comércio, s/n","Centro","(98) 3657-1204",""
"São João do Paraíso","Biblioteca Pública Municipal Maria do Nascimento Costa","Municipal","Rua Maranhão, s/n","Centro","(99) 8128-3156",""
"São João do Soter","Biblioteca Pública Municipal de São João do Soter","Municipal","","","(86)99506-9913",""
"São João dos Patos","Biblioteca Pública Municipal Benedito Leite ","Municipal","Rua Jarbas Passarinho, s/n","Centro","(98) 98235-6877",""
"São José de Ribamar","Biblioteca Pública Municipal José Sarney","Municipal","Rua de Santana, s/n","Centro","(98)98235-6877","bibliotecamunicipalsjr@gmail.com
"
"Não identificado","Biblioteca Pública Municipal das Vilas","Municipal","Avenida Quixadá, s/n","Vila Cafeteira","(98) 98235-6877","silvanmourao@hotmail.com
"
"São José dos Basílios","Biblioteca Pública Municipal de São José dos Basílios","Municipal","Rua João de Sousa","Centro","(99)98139-6317","samarapae12@outlook.com"
"São Luís","Biblioteca Pública Municipal de São Luís José Sarney","Municipal","Rua do Correio, s/n","Bairro de Fátima","(98) 98893-0566","bibliotecasjs@gmail.com"
"Não identificado","Biblioteca Pública Estadual Benedito Leite","Estadual","Praça Deodoro, s/n","Centro","(98)3232-7683","bpbl.maranhao@gmail.com
"
"São Luís Gonzaga do Maranhão","Biblioteca Pública Municipal João Alves Jerônimo","Municipal","Rua Herculano Parga, s/n","","",""
"São Pedro da Água Branca","Biblioteca Pública Municipal Elizabete Maria Rodrigues da Silva","Municipal","Rua Golçalves Dias, 961","Centro","(99) 3536-1117",""
"São Pedro dos Crentes","Biblioteca Pública Municipal Gildeídes Carvalho","Municipal","Avenida José Vieira de Lima, s/n","Centro","(99) 3604-1016",""
"São Raimundo das Mangabeiras","Biblioteca Pública Municipal Professora Maria Salome da Silva Moura","Municipal","","Centro","(99) 98184-6620",""
"São Raimundo do Doca Bezerra","Biblioteca Pública Municipal Antônia da Silva Gome   ","Municipal","Rua Antônio Neto, 10","","(99) 3624-1058",""
"São Roberto","Biblioteca Pública Municipal de São Roberto ","Municipal","Avenida João castelo, s/n ","Centro","(99)98431-3234","secule@gmail.com"
"São Vicente Ferrer","Biblioteca Pública Municipal de São Vicente Ferrer","Municipal","Travessa Benedito Leite, s/n","Centro","(98) 3359-0169",""
"Satubinha","Biblioteca Pública Municipal de Satubinha","Municipal","Rua Cesário Fahd, 530","Centro","(98) 3683-1085",""
"Senador Alexandre Costa","Biblioteca Pública Municipal de Senador Alexandre Costa","Municipal","Avenida José Sarney, s/n","Centro","(99) 98402-0066","paulinha.masceno@hotmail.com"
"Senador La Rocque","Biblioteca Pública Municipal José Evangelista","Municipal","Avenida Mota e Silva, s/n","Centro","(99) 98822-2017","dineybc2008@hotmail.com"
"Sítio Novo","Biblioteca Pública Municipal Bandeira Tribuzzi","Municipal","Rua 7 de Setembro, 15","Centro","(99)  98428-5332",""
"Sucupira do Norte","Biblioteca Pública Municipal Valdinelio Mendes","Municipal","Rua Manuel Benicio de Oliveira, s/n","Centro","",""
"Sucupira do Riachão","Biblioteca Pública Municipal de Sucupira do Riachão","Municipal","Rua São José, s/n","Centro","(99) 3553-1230",""
"Tasso Fragoso","Biblioteca Pública Municipal Coelho Neto","Municipal","Avenida Santos Dumont, s/n","Centro","(99) 3543-1338",""
"Timon","Biblioteca Pública Municipal Odilo Costa Filho","Municipal","Rua Coronel Falcão, s/n","Centro","(99) 3212-1500",""
"Trizidela do Vale","Biblioteca Pública Municipal Professora Shrirllet","Municipal","Rua Santo Antônio, 43","Centro","(99) 8148-7594",""
"Tufilândia","Biblioteca Pública Municipal de Tufilândia","Municipal","Rua do Comércio, s/n","Centro","(98) 3684-1026",""
"Tuntum","Biblioteca Pública Municipal Vereador Raimundo Lourenço ","Municipal","Rua 12 de Setembro, s/n","Centro","(99)99174-6282","saratuntum21@hotmail.com
"
"Turiaçu","Biblioteca Pública Municipal Jarbas Passarinho","Municipal","Rua Duque de Caxias, s/n","Centro","(98) 3397-1353",""
"Turilândia","Biblioteca Pública Municipal Turilândia","Municipal","Avenida Principal, s/n","Centro","(98) 8164-2200",""
"Tutóia","Biblioteca Pública Municipal Nazia Neves","Municipal","Rua Hermes da Fonseca, s/n ","Centro ","(98)99967-6725","proflourdesadvent@hotmail.com"
"Urbano Santos","Biblioteca Pública Municipal Padre José Antônio Monteiro","Municipal","Antigo Prédio do Mercado Público, s/n","Centro","(98)98915-7915","trezewilson@gmail.com"
