"MUNICÍPIO","NOME DA BIBLIOTECA","VÍNCULO","ENDEREÇO","BAIRRO","TELEFONE","E-MAIL"
"Itamarati","Biblioteca Maria do Socorro Carlos de Souza Alves","Municipal","Rua Vitória Régia, s/n","Centro","",""
"Itapiranga","Biblioteca Pública Municipal Miguel Batista de Oliveira","Municipal","Avenida Ademar Grana Viana, s/n","Jardim Primavera","(92) 9113-5465",""
"Japurá","Não há informações sobre biblioteca pública nesse município.","","","","",""
"Juruá","Biblioteca Pública Municipal Marlene Goes Damasceno","Municipal","","","(97) 3427-1007",""
"Jutaí","Não há informações sobre biblioteca pública nesse município.","","","","",""
"Lábrea","Não há informações sobre biblioteca pública nesse município.","","","","",""
"Manacapuru","Biblioteca Pública Municipal Elizabeth Lima de Almeida","Municipal","Rua Monsenhor Coutinho, 524","Centro","(92) 3215-4615",""
"Manaquiri","Biblioteca Pública Municipal de Manaquiri","Municipal","","","",""
"Manaus","Biblioteca Pública Municipal  João Bosco Pantoja Evangelista","Municipal","Rua Monsenhor Coutinho S/N  -  CEP: 69010-110","Centro","(92) 3215-4615 / (92)992584197 / 8842-1366

                 (92)8842-1366","bibliotecajoaobosco@gmail.com"
"Não identificado","Biblioteca Pública do Amazonas","Estadual","Avenida 7 de Setembro, s/n","Centro","",""
"Não identificado","Biblioteca Pública Municipal Arthur Reis","Municipal","","","",""
"Não identificado","Biblioteca Padre Agostinho Caballero Martin","Municipal","Rua da Instalação, 70","Centro","(92) 3633-7955",""
"Manicoré","Biblioteca Pública Municipal Raimunda do Rosário","Municipal","","","(97) 8801-5430",""
"Maraã","Biblioteca Pública de Maraã","Municipal","Avenida Castelo Branco, 110","Centro","","semedmaraa@gmail.com"
"Maués","Biblioteca Pública Municipal Almir Gomes de Almeida","Municipal","","","(92) 3542-1161",""
"Nhamundá","Biblioteca Municipal Professora Elizabeth Silva de Sousa","Municipal","Rua Furtado Belém, s/n","Centro","","ess.biblioteca@gmail.com"
"Nova Olinda do Norte","Biblioteca Pública Municipal de Nova Olinda do Norte","Municipal","","","",""
"Novo Airão","Biblioteca Pública Municipal de Novo Airão","Municipal","","","",""
"Novo Aripuanã","Biblioteca Senador Álvaro Maia","Municipal","Avenida 19 de dezembro, s/n","Centro","",""
"Parintins","Biblioteca Pública Municipal Tonzinho Saunier","Municipal","","","(92) 8133-9479",""
"Pauini","Biblioteca Pública Municipal de Pauini","Municipal","","","",""
"Presidente Figueiredo","Biblioteca Municipal Professor Rui Souto de Alenca","Municipal","Rua Ajuricaba, 281","","(92) 33241069","iedmicacios@hotmail.com"
"Rio Preto da Eva","Biblioteca Pública Municipal Prof. Agenor Muca","Municipal","Rua Governador José Lindoso, s/n","","","milk_ene@hotmail.com"
"Santa Isabel do Rio Negro","Biblioteca Pública Municipal Heliomar Mario Fontes Rodrigues","Municipal","Rua Beira Rio, s/n","Aparecida","(97) 3441-1194","elinelsgc@hotmail.com"
"Santo Antônio do Içá","Biblioteca Pública Municipal de Santo Antônio do Içá","Municipal","","","",""
"São Gabriel da Cachoeira","Biblioteca Pública de São Gabriel da Cachoeira","Municipal","Avenida Costa e Silva, s/n","Centro","(97) 3471-1324","fmariannasena@hotmail.com"
"São Paulo de Olivença","Não há informações sobre biblioteca pública nesse município.","","","","",""
"São Sebastião do Uatumã","Biblioteca Pública Municipal Ildefonso Carneiro","Municipal","","","(92) 9207-2497",""
"Silves","Biblioteca Pública Estadual de Silves","Estadual","Rua Barroso,57","","(92) 3234-0588",""
"Não identificado","Biblioteca Pública Municipal de Silves","Municipal","Rua Monsenhor Coutinho,537","","(92) 3633-5132",""
"Tabatinga","Biblioteca Pública Municipal de Tabatinga","Municipal","","","",""
"Tapauá","Biblioteca Pública Municipal de Tapauá","Municipal","Avenida Presidente Castelo Branco, s/n","Centro","(97) 8121- 0291","djnery04@gmail.com"
"Tefé","Biblioteca Pública Municipal de Tefé","Municipal","Avenida Tiradentes, 178","Monte castelo","",""
"Tonantins","Não há informações sobre biblioteca pública nesse município.","","","","",""
"Uarini","Biblioteca Pública Municipal de Uarini","Municipal","","","(97) 3346-1387",""
"Urucará","Biblioteca Pública Municipal Professora Maria das Graças Santos Marques","Municipal","Rua Desdedith, s/n","Santa Luzia","(92) 9133-4994",""
"Urucurituba","Biblioteca Pública Municipal de Uricutituba","Municipal","","","",""
