"MUNICÍPIO","NOME DA BIBLIOTECA","VÍNCULO","ENDEREÇO","BAIRRO","TELEFONE","E-MAIL"
"Colinas do Sul","Biblioteca Pública Municipal de Colinas do Sul","Municipal","Rua Belo Horizonte, s/n","Setor 1","6299119939",""
"Córrego do Ouro","Biblioteca Pública Municipal Olavo Bilac","Municipal","Praça Do Cordeiro, 40","Centro","",""
"Corumbá de Goiás","Biblioteca Pública Municipal Monsenhor Chiquinho","Municipal","Rua São Bento, 473","Centro","",""
"Corumbaíba","Biblioteca Pública Municipal de Corumbaíba","Municipal","Avenida Barão do Rio Branco","Centro","(64) 3447-7050",""
"Cristalina","Biblioteca Pública Municipal Magda Faraj Santana -  Santana Farage","Municipal","Rua Juiúti Q 11 Lt 12","Setor Oeste","6136126434",""
"Cristianópolis","Biblioteca Pública Municipal Antônio Machado de Sousa","Municipal","Rua José Abdala, s/n","Centro","6439328002",""
"Crixás","Biblioteca Pública Municipal de Crixás","Municipal","Praça Germano Francisco de Oliveira, s/n","Vila Nova","6233652000",""
"Cumari","Biblioteca Pública Municipal Professor Serafim de Melo Agapito","Municipal","Praça da Matriz, s/n","Centro","6434401550",""
"Damianópolis","Biblioteca Pública Municipal Cecília Meireles","Municipal","Avenida Goiás, 439","Centro","(62) 3445-1208",""
"Davinópolis","Biblioteca Pública Municipal de Davinópolis","Municipal","Rua Dorcília Cândida de Jesus, 02","Centro","",""
"Diorama","Biblioteca Pública Municipal Maria Clemência Mendes e Silva Santos","Municipal","Avenida Deputado José de Assis, s/n","Centro","6436891101",""
"Divinópolis de Goiás","Biblioteca Pública Municipal Padre Geraldo Chiarine Ferraciolli","Municipal","Praça São João, s/n","Centro","6234561100",""
"Doverlândia","Biblioteca Pública Municipal Cora Coralina","Municipal","Avenida Joaquim Firmino de Carvalho, s/n","Centro","(64) 3664-2196",""
"Edealina","Biblioteca Pública Municipal José Balduíno de Moura","Municipal","Rua Dezesseis, 95","Centro","6434801370",""
"Não identificado","Biblioteca Pública Municipal Pedro José Leão","Municipal","Rua 16, 95","Centro","6434801370",""
"Edéia","Biblioteca Pública Municipal","Municipal","Praça João Esteves Rodrigues, s/n","Centro","",""
"Estrela do Norte","Biblioteca Pública Municipal Olavo Bilac","Municipal","Avenida Bernardo Sayão, s/n","Centro","6233816224",""
"Faina","Biblioteca Pública Municipal Bernardo Élis","Municipal","Avenida Albion Barros Curado, 303","Centro","",""
"Fazenda Nova","Biblioteca Pública Municipal Padre Acácio Pina Neto","Municipal","Avenida Goiás, 600","Centro","6233821245",""
"Firminópolis","Biblioteca Pública Municipal de Fiminópolis","Municipal","Avenida Vitoriano Borges Naves, s/n","Centro","6436812366",""
"Flores de Goiás","Biblioteca Pública Municipal","Municipal","Praça da Matriz, 44","Centro","6234481440",""
"Formosa","Biblioteca Pública Municipal Rubens Ribeiro da Costa","Municipal","Rua 10, 70","Formosinha","6199368422",""
"Não identificado","Biblioteca Pública Municipal Bárbara Messias de Souza","Municipal","Praça do Pau Ferro, s/n","Centro","6139811135",""
"Não identificado","Biblioteca Pública Municipal Central","Municipal","Rua José Viana Lobo, 443","Centro","6198398545",""
"Não identificado","Biblioteca Pública do CEU das Artes","Municipal","Rua 65, s/n","Parque Lago","(61) 2108- 7462","clarissa.siqueira@caixa.gov.br"
"Formoso","Biblioteca Pública Municipal Teotônio Vilela","Municipal","Avenida Ministro Alfredo Nasser, 1327","Centro","6291757459",""
"Gameleira de Goiás","Biblioteca Ana Umbelino dos Santos ","Municipal","Avenida das Palmeiras, s/n ","","(62) 3322-3164",""
"Goianápolis","Biblioteca Pública Municipal Izanildo Pedro Garcia","Municipal","Avenida Carlos de Pina, 305","Centro","6233412086",""
"Goiandira","Biblioteca Pública Municipal Professora Miralice de Melo","Municipal","Rua Simplício Martins, 02","Centro","6434627017",""
"Goianésia","Biblioteca Pública Municipal Inácio de Araújo Godinho","Municipal","Rua 20, 312","Centro","6239351099",""
"Goiânia","Biblioteca Pública Municipal Cora Coralina","Municipal","Avenida 24 de Outubro, 120","Bairo Leste Universitário","6235241975",""
"Não identificado","Biblioteca Pública Municipal Marieta Telles Machado","Municipal","Praça Universitária, s/n","Campinas","6235241786",""
"Não identificado","Biblioteca Pública Estadual Pio Vargas","Estadual","Praça Cívica, 02","Centro","(62) 3201-4653",""
"Goianira","Biblioteca Pública Municipal de Goianira","Municipal","Avenida Goiás, s/n","Centro","6235167009",""
"Goiás","Biblioteca Pública Municipal Benedito Rua Sardinha da Costa","Municipal","Avenida Dario de Paiva, s/n","João Francisco","6233717706",""
"Goiatuba","Biblioteca Pública Municipal Doutor Andrade","Municipal","Rua Araguaia, 230","Centro","6434950038",""
"Gouvelândia","Biblioteca Pública Municipal Bruno Rafael dos Santos","Municipal","Avenida João de Oliveira Gouveia, s/n","","",""
"Guapó","Biblioteca Pública Municipal de Guapó","Municipal","Rua Rodolfo Tavares, s/n","","",""
"Guaraíta","Biblioteca Pública Municipal de Guaraíta","Municipal","Rua da Mangueira, s/n","Centro","6233383151",""
"Guarani de Goiás","Biblioteca Pública Municipal de Guarani de Goiás","Municipal","Avenida Savage Alves de Oliveira, s/n","Centro","6234491187",""
"Guarinos","Biblioteca Pública Municipal de Guarinos","Municipal","Rua Juscelino Gomes de Oliveira, s/n","Centro","(62) 3341-6134",""
"Heitoraí","Biblioteca Pública Municipal Normi Lucia da Costa","Municipal","Rua Paula, s/n","Centro","(62)9265-0086",""
"Hidrolândia","Biblioteca Pública Municipal Merietta Teles machado","Municipal","Praça do Cruzeiro","","",""
"Hidrolina","Biblioteca Pública Municipal Helvétio Ferreira de Melo","Municipal","Rua Manoel de Oliveira Pena, 27","Centro","(62) 3349-6700",""
"Iaciara","Biblioteca Pública Municipal de Jaciara","Municipal","Rua Marechal Dutra, s/n","Centro","6296659744",""
"Inaciolândia","Biblioteca Pública Municipal de Inaciolândia","Municipal","Rua Juvercina Cortez, s/n","Centro","",""
"Indiara","Biblioteca Pública Municipal Abel Leite da Silva","Municipal","Rua Dona Similiana Alves Leite, s/n","Centro","",""
"Inhumas","Biblioteca Pública Municipal Nadir Arataque","Municipal","Praça Santana, s/n","Centro","6235112121",""
"Não identificado","Biblioteca Pública Municipal Moacir José Reis","Municipal","Praça Aberlardo Vaz Costa, s/n","Vila Operária","6235143538",""
"Ipameri","Biblioteca Pública Municipal João Veiga","Municipal","Rua Artur Silvério da Silva, s/n","Centro","6434916021",""
"Ipiranga de Goiás","Biblioteca Pública Municipal Ipiranga de Goiás","Municipal","Avenida Ceres, Q. 6 Lt. 06","Centro","6233426145",""
"Iporá","Biblioteca Pública Municipal Professora Milca de Souza Santos","Municipal","Avenida Doutor Netto, 03","Centro","6436037254",""
"Israelândia","Biblioteca Pública Municipal de Israelândia","Municipal","Rua Melquíades Antônio Claudio, 244","Centro","",""
"Itaberaí","Biblioteca Pública Municipal Dona Eva Vieira Almeida","Municipal","Avenida 15, s/n","Centro","6296998939",""
"Itaguari","Biblioteca Pública Municipal Pedro Procópio de Oliveira","Municipal","Rua 4 , 63","Centro","",""
"Itaguaru","Biblioteca Pública Municipal Dom Pedro I","Municipal","Avenida Benigno Pinto Faria, s/n","Centro","6233981300",""
"Não identificado","Biblioteca Pública Municipal Pedro Moreira Damasceno","Municipal","Avenida Lúcio Pimenta Neves, 1031","Centro","6292168072",""
"Itajá","Biblioteca Pública Municipal de Itajá","Municipal","Rua Pio C. de Medeiros, s/n","Centro","6436487016",""
"Itapaci","Biblioteca Pública Municipal de Itapaci","Municipal","Rua Pilar, 20","Centro","",""
"Itapirapuã","Biblioteca Pública Municipal de Itapirapuã","Municipal","Praça Túlio Varnes Pacheco, s/n","Centro","6233741221",""
"Itapuranga","Biblioteca Pública Municipal de Itapuranga","Municipal","Rua 34, 47","Centro","6296735493",""
"Itarumã","Biblioteca Pública Municipal Ana Diolina Peres de Assis","Municipal","Rua 15,de março, s/n","Centro","6436591610",""
"Itauçu","Biblioteca Pública Municipal de Itauçu","Municipal","Praça Ilete Bueno, 285","Centro","",""
"Itumbiara","Biblioteca Pública Municipal de Itumbiara","Municipal","Avenida J.K, 1010","Centro","6434316957",""
"Ivolandia","Biblioteca Professora Lureth Mendes Ribeiro Augusto ","Municipal","Rua Deputado Jamel Cecílio, 192 ","Centro","(64) 3685-1142",""
"Jandaia","Biblioteca Pública Municipal Jandáia","Municipal","Rua José Farias Campos, 122","Centro","6435632022",""
"Jaraguá","Biblioteca Pública Municipal Desembargador Augusto Ferreira Rios","Municipal","Praça Silvio de C. Ribeiro, s/n","Centro","6233261324",""
"Jataí","Biblioteca Pública Municipal Dante Mosconi","Municipal","Avenida Goiás, s/n","Centro","6436324140",""
"Jaupaci","Biblioteca Pública Municipal José Alves de Assis","Municipal","Rua Guarda Mor, s/n","Centro","",""
"Jesúpolis","Biblioteca Pública Municipal Maria Lino Teixeira","Municipal","Rua 4, s/n","Centro","6233591188",""
"Joviânia","Biblioteca Pública Municipal de Joviânia","Municipal","Rua Paulo Pepp, s/n","Centro","6434087015",""
"Jussara","Biblioteca Pública Municipal Maria Corsina de Lima","Municipal","Avenida Marechal Rondon, s/n","Centro","6233733933",""
"Lagoa Santa","Biblioteca Pública Municipal de Lagoa Santa","Municipal","Rua Valdomiro Teodoro Rios, s/n","Pousada das Nascentes","6436401268",""
"Leopoldo de Bulhões","Biblioteca Pública Municipal Leopoldo de Bulhões","Municipal","Rua José Pires, s/n","Centro","6233371852",""
"Luziânia","Biblioteca Pública Municipal Professora Laíssa dos Reis Meireles","Municipal","Praça Nirson Carneiro Lobo","Centro","6139063498",""
"Mairipotaba","Biblioteca Pública Municipal Hermínio Pereira de Freitas","Municipal","Rua Alameda das Flores, s/n","Centro","",""
"Mambaí","Biblioteca Pública Municiapal João Mendes Teixeira","Municipal","Avenida Castelo Branco, s/n","Centro","(62) 9963-2311",""
"Mara Rosa","Biblioteca Pública Municipal Guimarães Rosa","Municipal","Praça José Maurício de Moura, s/n","Centro","6233661890",""
"Marzagão","Biblioteca Pública Municipal de Marzagão","Municipal","Rua Sete de setembro, s/n","Centro","",""
"Matrinchã","Biblioteca Pública Municipal de Matrinchã","Municipal","Avenida João Artiaga, s/n","Central","6434501715",""
"Maurilândia","Biblioteca Pública Municipal Vermundo Alves de Freitas","Municipal","Avenida Amazonas, s/n","Centro","6436477110",""
"Mimoso de Goiás","Biblioteca Pública Municipal Mimoso de Goiás","Municipal","Avenida dos Bandeirantes, s/n","Centro","6234631306",""
"Minaçu","Biblioteca Pública Municipal Hernani Farias","Municipal","Rua 1, s/n","Jardim Primavera","6233791421",""
"Mineiros","Biblioteca Pública Municipal Irmã Maria de Lourdes","Municipal","5.ª Avenida, s/n","Centro","6236610091",""
"Moiporá","Biblioteca Pública Municipal José Conceição dos Sa","Municipal","Avenida José Masqueline, s/n","Centro","(64) 3686-1118",""
"Monte Alegre de Goiás","Biblioteca Pública Municipal Omezino Galvão Pereira","Municipal","Praça da Matriz de Santo Antônio, 2","Centro","(62) 3457-1334",""
"Montes Claros de Goiás","Biblioteca Pública Municipal Firmino Barbosa Franco","Municipal","Avenida Belmiro Nogueira da Silva, s/n","Centro","",""
"Montividiu","Biblioteca Pública Municipal Conrado Camilo Cruvinel","Municipal","Rua 5 Qd 8 Lt 6 Nº 275","Centro","6436291240",""
"Montividiu do Norte","Biblioteca Pública Municipal de Montividiu","Municipal","Rua Rita Cândida de Jesus, s/n","Centro","6233846278",""
"Morrinhos","Biblioteca Pública Municipal Professor José Cândido","Municipal","Rua Piauí, s/n","Centro","6434172077",""
"Morro Agudo de Goiás","Biblioteca Pública Municipal Morro Agudo de Goiás","Municipal","Rua Lírio do Vale, 769","Centro","6233343144",""
"Mossâmedes","Biblioteca Pública Municipal Mossamedes","Municipal","Avenida João Ferreira da Cunha, s/n","Centro","6433771523",""
"Mozarlândia","Biblioteca Pública Municipal de Mozarlandia","Municipal","Avenida José Camelo, s/n","Centro","(62) 3348-7637","educacao.mozar@hotmail.com"
"","Biblioteca Livro Aberto","Municipal","","","",""
"Mundo Novo","Biblioteca Pública Municipal Alvino de Freitas","Municipal","Avenida Tamboris, s/n","São Lourenço","6233913240",""
"Mutunópolis","Biblioteca Pública Municipal João Teodoro de Oliveira","Municipal","Rua 7 de Setembro, s/n","Centro","6233826375",""
"Nazário","Biblioteca Pública Municipal de Nazário","Municipal","Praça da Bandeira, 46","Centro","6436801220",""
"Nerópolis","Biblioteca Pública Municipal Adolvano Gomes da Silva","Municipal","Rua Josefina Ludovico de Almeida, s/n","Centro","6235131307",""
"Niquelândia","Biblioteca Pública Municipal de Niquelândia","Municipal","Avenida Brasil, 65","Belo Horizonte","6281521238",""
"Nova América","Biblioteca Pública Municipal Nova América","Municipal","Avenida Antônio de Oliveira, 25","Centro","6233456271",""
"Nova Aurora","Biblioteca Pública Municipal João Cândido da Silva Neto","Municipal","Rua Bahia, 60","Centro","6436981701",""
"Nova Crixás","Biblioteca Pública Municipal de Nova Crixás","Municipal","Praça Três Poderes, s/n","Laranjeiras","6233853919",""
"Novo Gama","Biblioteca Pública Novo Gama ","Municipal ","Rua Sem Nome, Quadra 104, L. A/E, S/SN -BP Jardim Lago Azul","Jardim Lago Azul ","99123-0469/ 36281008",""
"Nova Glória","Biblioteca Pública Municipal Professor Orestes Roberto Vaz","Municipal","Rua Sargento Leontino, s/n","Centro","6233453615",""
"Nova Iguaçu de Goiás","Biblioteca Pública Municipal Tancredo Neves","Municipal","Rua Tancredo Neves, 77","Centro","(61)981524437",""
"Nova Roma","Biblioteca Pública Municipal de Nova Roma","Municipal","Praça Augusto Pio, 01","Centro","6234821153",""
"Nova Veneza","Biblioteca Pública Municipal Professor José Passos","Municipal","Praça João Stival, s/n","Centro","6233561149",""
"Novo Brasil","Biblioteca Pública Municipal Professora Emília F. de Oliveira","Municipal","Avenida Joaquim Pacheco de Macedo, s/n","Centro","6233811305",""
"Novo Gama","Biblioteca Pública Municipal Castro Alves","Municipal","Área Especial 1000","Centro","6136284495",""
"Novo Planalto","Biblioteca Pública Municipal José Dias Mota","Municipal","Rua Goiânia, s/n","Centro","",""
"Orizona","Biblioteca Pública Municipal Maurity Silva","Municipal","Praça Doutor Pila s/n","Centro","6434741493",""
"Ouro Verde de Goiás","Biblioteca Pública Municipal José Faustino dos Santos","Municipal","Praça Do Rosário, s/n","Centro","6292181351",""
"Ouvidor","Biblioteca Professora Elvídia Mendes dos Santos ","Municipal","Avenida Antonio Torquato, s/n ","Centro","",""
"Padre Bernardo","Biblioteca Pública Municipal Padre Bernardo","Municipal","Rua Getúlio Vargas, 225","Centro","6136331251",""
"Palestina de Goiás","Biblioteca Pública Municipal Maria Joana de Bastos","Municipal","Avenida Bastos, 731","Centro","6436621230",""
"Palmeiras de Goiás","Biblioteca Pública Municipal Geraldino Franco da Costa","Municipal","Rua Americano do Brasil, 149","Centro","6439544023",""
"Palmelo","Biblioteca Pública Municipal de Palmelo","Municipal","","","",""
"Palminópolis","Biblioteca Pública Municipal Adete Evaristo Amorim","Municipal","Rua Deputado Antônio de Queiroz Barreto, s/n","Centro","6436751167",""
"Panamá","Biblioteca Pública Municipal Emílio Ribas","Municipal","Avenida Itumbiara, s/n","Centro","6434791200",""
"Paranaiguara","Biblioteca Pública Municipal Joaquim Marques Sá","Municipal","Rua Orcar Bernardes, s/n","Centro","6436550127",""
"Paraúna","Biblioteca Pública Municipal Margarida Concórdia da Silva","Municipal","Avenida Rogério Gomes, 09","Centro","6435567026",""
"Perolândia","Biblioteca Pública Municipal Professora Vitorina","Municipal","Rua Izarías Beraldo, s/n","Centro","6436391319",""
"Petrolina de Goiás","Biblioteca Pública Municipal Madalena Gonçalves da Silva","Municipal","Praça Teófilo Vieira Motta, 101","Centro","",""
"Pilar de Goiás","Biblioteca Pública Municipal Jacob Amorim","Municipal","Praça da Carvalhada, 401","Centro","6233393292",""
"Piracanjuba","Biblioteca Pública Municipal de Piracanjuba","Municipal","Praça da Bandeira, 01","Centro","6434054064",""
"Piranhas","Biblioteca Pública Municipal de Piranhas","Municipal","Avenida Independência, s/n","Centro","6436657013",""
"Pirenópolis","Biblioteca Pública Municipal Isócrates de Oliveira","Municipal","Avenida Benjamin Constant, 21","Centro","6233313709",""
"Pires do Rio","Biblioteca Pública Municipal Cylenio de Araújo","Municipal","Praça Francisco Felipe Machado, s/n","Centro","6434614062",""
"Planaltina","Biblioteca Pública Municipal Cora Coralina","Municipal","Quadra C-03, Lt 25","Setor Oeste","6136771656",""
"Pontalina","Biblioteca Pública Municipal Sarai Bonifácio de Oliveira","Municipal","Praça Alfredo Nasser, s/n","Centro","(64)3471-1871",""
"Porangatu","Biblioteca Pública Municipal Professora Ana Braga","Municipal","Praça Ângelo Rosa, s/n","Centro","6233625049",""
"Porteirão","Biblioteca Pública Municipal Santa Genoveva ","Municipal","Rua Rioturvo, Quadra 46, lote 501, Setor central, sala 2","Centro","( 64) 3643-1144",""
"Portelândia","Biblioteca Pública Municipal de Portelândia","Municipal","Praça Manoel Oliveira Guimarães, s/n","Centro","6436661332",""
"Posse","Biblioteca Pública Municipal José Décio Balduíno Filho","Municipal","Rua Jesus de Almeida, s/n","Centro","6234812875",""
"Professor Jamil","Biblioteca Pública Municipal de Professor Jamil","Municipal","Rua Matilde Ferrarine, 235","Boa Nova","6434981130",""
"Quirinópolis","Biblioteca Pública Municipal José Batista Filho","Municipal","Avenida Dom Pedro I, s/n","Centro","6436518826",""
"Rialma","Biblioteca Pública Municipal Glimércia Pereira do Prado","Municipal","Avenida Bernardo Saljão, s/n","Centro","",""
"Rianápolis","Biblioteca Pública Municipal Rui Barbosa","Municipal","Avenida Graciano Vasconcelos, s/n","Centro","",""
"Rio Quente","Biblioteca Pública Municipal Paulo Duboc de Almeida","Municipal","Avenida dos Canários, Quadra-10 Lote-07","Solon Amaral 1","6434527015",""
"Rio Verde","Biblioteca Pública Municipal Rosulino Campos","Municipal","Rua São Sebastião, 500","Centro","6436202098",""
"Rubiataba","Biblioteca Pública Municipal Oscar Campos","Municipal","Praça Brejaúba, s/n","Centro","",""
"Sanclerlândia","Biblioteca Pública Municipal Ofélia Socrátes do Nascimento Monteiro","Municipal","Rua Brasil, s/n","ORS","6436791483",""
"Santa Bárbara de Goiás","Biblioteca Pública Municipal Maria da Paz Gonçalves","Municipal","Praça Sebastião Vaz, s/n","Centro","","bibliosabar@gmail.com"
"Santa Cruz de Goiás","Biblioteca Pública Municipal Joaquim Rodrigues Alves","Municipal","Travessa Fernando Félix de Oliveira, s/n","Centro","6434721130",""
"Santa Fé de Goiás","Biblioteca Pública Municipal Fonte do Saber","Municipal","Avenida Araguaia,1326","Centro","6233851482",""
"Santa Helena de Goiás","Biblioteca Pública Municipal Almério de Freitas Prado","Municipal","Rua Paulo Lopes, 584","Centro","6436418744",""
