"MUNICÍPIO","NOME DA BIBLIOTECA","VÍNCULO","ENDEREÇO","BAIRRO","TELEFONE","E-MAIL"
"Coremas","Biblioteca Pública Municipal Antônia Marly de Souza","Municipal","Rua Capitão Antônio Leite, s/n","Centro","8399475746",""
"Cruz do Espírito Santo","Biblioteca Pública Municipal Cruz do Espírito Santo","Municipal","Praça dos Três Poderes, s/n","Centro","(83) 3254-1293",""
"Cuité","Biblioteca Pública Municipal de Cuité","Municipal","Praça Cláudio Furtado, 114","Centro","8333722447",""
"Cuité de Mamanguape","Biblioteca Pública Municipal Izaura Dutra","Municipal","Rua da Matriz, 88","Centro","8336231027",""
"Cuitegi","Biblioteca Pública Municipal Maria das Dores Lino","Municipal","Rua Coronel João Pimentel, s/n","Centro","(83) 8851-9965","seceduc@yahoo.com.br"
"Curral de Cima","Biblioteca Pública Municipal Curral de Cima","Municipal","Rua Olegário Fernandes, s/n","Centro","(83) 9151-1289",""
"Curral Velho","Biblioteca Pública Municipal de Curral Velho","Municipal","Rua Tenente Irineu, s/n","Centro","(83) 3487-1055",""
"Desterro","Biblioteca Pública Municipal Professor Mozart Almeida","Municipal","Rua Cônego Florentino, 39","Centro","8334731402",""
"Diamante","Biblioteca Pública Municipal Teresinha Mangueira Neves","Municipal","Rua Possidônio José da Costa, s/n","Centro","8534941111",""
"Dona Inês","Biblioteca Pública Municipal Dona Inês","Municipal","Avenida Major Augusto Bezerra, 428","Centro","(83) 8102-6688","barbosa.si@bol.com.br"
"Duas Estradas","Biblioteca Pública Municipal José Luís do Rêgo","Municipal","Rua Tiradentes, 40","Centro","8332651049",""
"Emas","Biblioteca Pública Municipal Ex- Prefeito Antonio Leite Loureiro ","Municipal","Rua Alexandre Henrique da Silva, s/n","Centro","(83) 3246-1128","gracabomba_10@hotmail.com"
"Esperança","Biblioteca Pública Municipal Doutor Silvino Olavo","Municipal","Praça José Pessoa Filho, 53","Centro","8333613806",""
"Fagundes","Biblioteca Pública Municipal Celina de Araújo Lima","Municipal","Avenida Irineu Bezerra, s/n","Centro","8333931764",""
"Frei Martinho","Biblioteca Pública Municipal de Frei Martinho","Municipal","Largo da Guia, 8","Centro","",""
"Gado Bravo","Biblioteca Pública Municipal Gado Bravo","Municipal","Rua José Mariano Barbosa, 473","Centro","8333471064",""
"Guarabira","Biblioteca Pública Municipal Rodrigues de Carvalho","Municipal","Rua Padre Sampaio, 93","Centro","8332714224",""
"Gurinhém","Biblioteca Pública Municipal de Gurinhém","Municipal","Rua Flávio Ribeiro, 219","Centro","(83) 3285-1529","josileneg@hotmail.com"
"Gurjão","Biblioteca Pública Municipal Major Raulino Maracaja","Municipal","Rua Deputado Alvaro Gaudencio, s/n","Centro","(83) 3386-1085","cleia-cavalcante@hotmail.com"
"Ibiara","Biblioteca Pública Municipal Doutor Nelson Ribeiro Lopes","Municipal","Praça Napoleão Ramalho, s/n","Centro","8334541035",""
"Igaracy","Biblioteca Pública Municipal Josefa Odete Brasileiro","Municipal","Rua Presidente Castelo Branco, s/n","Centro","(83) 3480-1125",""
"Imaculada","Biblioteca Pública Municipal Pedro Menezes Sobrinho","Municipal","Rua Joaquim Bezerra, s/n","Centro","",""
"Ingá","Biblioteca Pública Municipal Antônio Hortêncio","Municipal","Rua Presidente João Pessoa, 37","Centro","8333941257",""
"Itabaiana","Biblioteca Pública Municipal Maria Dalva de Aguiar Andrade","Municipal","Avenida José Silveira, 16","Centro","8332811409",""
"Itaporanga","Biblioteca Pública Municipal Monsenhor José Sifrônio de Assis Filho","Municipal","Avenida Padre Lourenço, 328","Centro","8334513558",""
"Itapororoca","Biblioteca Pública Municipal Maria José Moreno","Municipal","Rua 7 de Setembro, s/n","Estudante","(83) 3294-1099",""
"Itatuba","Biblioteca Pública Municipal de Itatuba","Municipal","","","(83) 8832-1540","socialitatubapb@gmail.com"
"Jacaraú","Biblioteca Pública Municipal Doutor Antônio Dias de Freitas","Municipal","Rua Presidente João Pessoa, s/n","Centro","8332951882",""
"Jericó","Biblioteca Pública Municipal Dinarte Matias de Sousa","Municipal","Rua Lopes de Figueiredo, 110","Centro","8334351090",""
"João Pessoa","Biblioteca Pública Estadual Juarez da Gama Batista","Estadual","Rua Abdias Gomes de Almeida, s/n","Tambauzinho",""," "
"Não identificado","Biblioteca Pública Estadual Augusto dos Anjos","Estadual","Avenida General Osório, 253","Centro","(83) 3218- 4195",""
"Não identificado","Biblioteca Pública Estadual Dumerval Trigueiro Mendes","Estadual","Avenida Cabo Branco, 3336","Cabo Branco","(83) 3214-8532","nadigila@yahoo.com.br"
"Juarez Távora","Biblioteca Pública Municipal Maria Gorete Ribeiro de Farias Melo","Municipal","Rua Coronel Francisco Honório, s/n","Centro","8332671139",""
"Juazeirinho","Biblioteca Pública Municipal de Juazeirinho","Municipal","Rua Vereador Paulo Cosme, s/n","Centro","(83) 3382-1300","simoneffc@ig.com.br"
"Junco do Seridó","Biblioteca Pública Municipal José da Cunha de Araújo","Municipal","Rua Principal, 355","Povoado","(83) 3464-1069","seducjs@gmail.com"
"Juripiranga","Biblioteca Pública Municipal Professora Odinélia Maruja A. Pereira","Municipal","Avenida Brasil, s/n","Centro","8388073903",""
"Juru","Biblioteca Pública Municipal de Juru","Municipal","Avenida Dalmo Teixeira, 642","Centro","8334841051",""
"Lagoa","Biblioteca Pública Municipal Francisca Oliveira da Sila","Municipal","Rua Isabel Pereira, 32","Centro","(83) 3439-1101","prefeituralagoa@gmail.com"
"Lagoa de Dentro","Biblioteca Pública Municipal Lagoa de Dentro","Municipal","Rua Alfredo Chaves, s/n","Centro","(83) 3326-1046",""
"Lagoa Seca","Biblioteca Pública Municipal de Lagoa Seca","Municipal","Rua Juraci Palhano, s/n","Lagoa Seca","8333662195",""
"Lastro","Biblioteca Municipal Professora Maria do Socorro Trigueiro de Lima","Municipal","Rua Pedro Abrantes Ferreira, S/n","Paço Municipal","",""
"Livramento","Biblioteca Pública Municipal Ildefonso de Almeida Filho","Municipal","Rua Ildefonso de Almeida Filho, s/n","Centro","8334771042",""
"Logradouro","Biblioteca Pública Municipal Sebastião Ferreira da Costa","Municipal","Rua Claudionor Ferreira dos Santos, s/n","Centro","(83) 3370-1303","sec.educa.log@gmail.com"
"Lucena","Biblioteca Pública Municipal Davi Falcão","Municipal","Rua João Monteiro,  272","Centro","",""
"Mãe d'Água","Biblioteca Pública Municipal Francisco Romano da Silveira","Municipal","Rua Carmita Dantas, s/n","Centro","8334281118",""
"Malta","Biblioteca Pública Municipal Matilde Lacerda de Brito","Municipal","Rua Doutor Senhorzinho Fernandes, s/n","Centro","8381038757",""
"Mamanguape","Biblioteca Pública Municipal Antonio Azevedo","Municipal","Rua Barão do Rio Branco, 167 ","Centro","",""
"Manaíra","Biblioteca Pública Municipal de Manaíra","Municipal","Rua Auriontas, s/n","","",""
"Marcação","Biblioteca Pública Municipal Kuatiaroka","Municipal","Avenida João Ferreira dos Santos, s/n","Centro","(83) 9106-9382","lu_percussaoliveira@hotmail.com"
"Mari","Biblioteca Pública Municipal Adauto Ferreira de Paiva","Municipal","Avenida Antônio de Luna Freire, s/n","Centro","8399039155",""
"Marizópolis","Biblioteca Pública Municipal","Municipal","Rua João Vicente de Almeida, s/n","Edilson Alves","8335441041",""
"Massaranduba","Biblioteca Pública Municipal Doutor João Moura","Municipal","Rua José Benício de Araújo, 340","Centro","8333991020",""
"Mataraca","Biblioteca Pública Municipal de Marataca","Municipal","Rua Daniel Toscano, s/n","Centro","","ptdias@bol.com.br"
"Matinhas","Biblioteca Pública Municipal Doutor Manuel Santana Câmara Alves","Municipal","","","",""
"Mato Grosso","Biblioteca Pública Municipal de Mato Grosso","Municipal","Avenida Francisca Celestina de Lima, 295","Centro","",""
"Maturéia","Biblioteca Pública Municipal de Matureia","Municipal","Avenida José Jerônimo, 471","Centro","8334741006",""
"Mogeiro","Biblioteca Pública Municipal de Mogeiro","Municipal","","","",""
"Montadas","Biblioteca Pública Municipal Gedilânia Alves de Souza","Municipal","Rua Manoel Arino, 78","Centro","8333811152",""
"Monte Horebe","Biblioteca Pública Municipal Professora Iracema Dias de Lima","Municipal","Rua Presidente Médici, 64","Centro","8334921032",""
"Monteiro","Biblioteca Pública Municipal e Casa da Cultura Jaime Bezerra de Meneses","Municipal","Praça João Pessoa, s/n","Centro","8333511544",""
"Mulungu","Biblioteca Pública Municipal Professora Alzira Bezerra","Municipal","Rua Presidente João Pessoa, s/n","Centro","(83) 3288-1231","scj.felipe@gmail.com"
"Natuba","Biblioteca Municipal de Natuba","Municipal","Rua Epitácio Pessoa, 209","Centro","",""
"Nazarezinho","Biblioteca Pública Municipal João Sarmento Furtado","Municipal","Rua Severino Alves César, s/n","Lindolfo Pires","8335541040",""
"Nova Floresta","Biblioteca Pública Municipal Felinto Florentino","Municipal","Avenida Benedito Marinho, 661","Centro","8333741062",""
"Nova Olinda","Biblioteca Pública Municipal de Nova Olinda","Municipal","Rua Duque de Caxias, s/n","Centro","8534591066",""
"Nova Palmeira","Biblioteca Municipal Conceição Gonçalves de Lima","Municipal","Rua João Moura Borba, s/n","Centro","(83) 3644-1336",""
"Olivedos","Biblioteca Pública Municipal Edcarlos Tavares da Silva ","Municipal","Rua Antônio Francisco da Costa, s/n ","Centro","(83) 3389-1102 ",""
"Passagem","Biblioteca Pública Municipal Augusto dos Anjos","Municipal","Rua Projetada, s/n","Centro","8334783070",""
"Patos","Biblioteca Pública Municipal de Patos","Municipal","Rua Pedro Caetano, 41","Centro","8334216234",""
"Paulista","Biblioteca Pública Municipal de Paulista","Municipal","Rua João Inácio, s/n","Centro","8399709605",""
"Pedra Branca","Biblioteca Tertuliana Gomes da Silva","Municipal","Rua José Jó de Souza, 581","Centro","8534561015",""
"Pedra Lavrada","Biblioteca Pública Municipal Ademária de Souza","Municipal","Rua Washington Vasconcelos, s/n","Centro","8333754234",""
"Pedras de Fogo","Biblioteca Pública Municipal Alcides Carneiro","Municipal","Rua Presidente João Pessoa, 929","Centro","",""
"Pedro Régis","Biblioteca Pública Municipal Professora Neuza Pereira da Silva","Municipal","Rua Miguel Braz, 13","Centro","(83) 9102-3311",""
"Piancó","Biblioteca Pública Municipal Doutor Firmino Ayres Leite","Municipal","Rua Eumir Leite de Azevedo, s/n","Centro","8591747093",""
"Picuí","Biblioteca Pública Municipal Eduardo Macedo Filho","Municipal","Avenida João Pessoa, s/n","Centro","8399405124",""
"Pilar","Biblioteca Pública Municipal José Rolin de Arruda ","Municipal","Rua do Comércio, s/n ","Centro","",""
"Pilões","Biblioteca Pública Municipal Professor Antônio Pinto","Municipal","Avenida João Pessoa, s/n","Centro","8332761041",""
"Pilõezinhos","Biblioteca Pública Municipal Maria Zelita Ferreira Alves","Municipal","Rua Manoel Alves de Souza, 264","Centro","",""
"Pirpirituba","Biblioteca Pública Municipal Professora Neuza Pereira da Silva e Silva","Municipal","Rua Professor  Felix Cantalice, s/n","Centro","(83) 3277-1121","secpirpirituba.pb@gmail.com"
"Pitimbu","Biblioteca Pública Municipal de Pitimbu","Municipal","Rua Pedro José João, s/n","Centro","8387125425",""
"Pocinhos","Biblioteca Pública Municipal de Pocinhos","Municipal","Avenida Professor João Rodrigues, 10","Centro","","bibliotecappocinhos@hotmail.com"
"Poço Dantas","Biblioteca Pública Municipal Deputado Wilson Santiago","Municipal","Rua Odilon Francisco de Oliveira, s/n","Centro","8335621015",""
"Poço de José de Moura","Biblioteca Pública Municipal Professor Francisco Cassiano Sobrinho","Municipal","Rua André Anacleto, 06","Centro","8335641059",""
"Pombal","Biblioteca Pública Municipal Argemiro de Sousa","Municipal","Rua Manoel Pires de Sousa, s/n","Centro","8334312713",""
"Princesa Isabel","Biblioteca Pública Municipal Prefeito Zacarias","Municipal","Rua Arrojado Lisboa, s/n","Centro","8399653375",""
"Puxinanã","Biblioteca Pública Municipal Maria Gizélia Guimarães Costa","Municipal","Rua Costa e Silva, 45","Centro","8333801007",""
"Queimadas","Biblioteca Pública Municipal Yayá de Melo","Municipal","Rua João Barbosa da Silva, 29","Centro","8333922276",""
"Quixabá","Biblioteca Pública Municipal de Quixaba","Municipal","Rua Paulino Pereira, s/n","Centro","8334250011",""
"Remígio","Biblioteca Pública Municipal de Remígio","Municipal","Rua Luiz Barbosa, 9","Centro","8333641226",""
"Riachão","Biblioteca Pública Municipal de Riachão","Municipal","Rua Manoel Tomás de Aquino, s/n","Centro","8336321001",""
"Riachão do Bacamarte","Biblioteca Pública Municipal Noêmia Mota Tito","Municipal","Rua Francisco Cabral, s/n","Centro","",""
"Riachão do Poço","Biblioteca Pública Municipal Professora Maria Auxiliadora Dias do Rêgo","Municipal","Rua João Ferreira Alves, 53","Centro","8391386428",""
"Riacho de Santo Antônio","Biblioteca Pública Municipal Josefa Gonçalves Cavalcanti","Municipal","Rua Joaquim Santana, 506","Bom Jesus","8336411083",""
"Riacho dos Cavalos","Biblioteca Pública Riacho dos Cavalos","Municipal","Rua João Suassuna, s/n","Centro","",""
"Rio Tinto","Biblioteca Pública Municipal José Américo de Almeida","Municipal","Rua do Tambaú, 55","Centro","8388432450",""
"Salgadinho","Biblioteca Pública Municipal de Salgadinho","Municipal","Rua José Maciel de Souza, s/n","Centro","","josenilto25@hotmail.com"
"Salgado de São Félix","Biblioteca Pública Municipal de São Felix","Municipal","Rua Jose Silveira, s/n","Centro","",""
"Santa Cecília","Biblioteca Pública Municipal Santa Cecília","Municipal","Avenida Santa Cecília, s/n","Centro","(83) 3642-1067",""
"Santa Cruz","Biblioteca Pública Municipal Ivone Silveira","Municipal","Rua João Vicente de Andrade, s/n","São Pedro","8335376048",""
"Não identificado","Biblioteca Pública Municipal Professora Edinite Ferreira","Municipal","Rua José Ferreira de Andrade, s/n","Centro","8335361274",""
"Santa Helena","Biblioteca Pública Municipal Delegado Raimundo Luiz do Nascimento","Municipal","Rua Pedro Muniz de Brito, 142","Centro","8335421040",""
"Santa Inês","Biblioteca Pública Municipal de Santa Inês ","Municipal","Rua Mãe Cabocla, s/n","Centro","(83) 8706-9429","bibliotecasantaines2011@hotmail.com "
"Santa Luzia","Biblioteca Pública Municipal Euclides da Nóbrega","Municipal","Rua Jader Medeiros, s/n","Centro","8334612298",""
"Santa Rita","Biblioteca Pública Municipal Américo Falcão","Municipal","Rua Juarez Távora, s/n","Centro","",""
"Não identificado","Biblioteca Pública Municipal Irineu Pinto","Municipal","Rua Anésio Alves de Miranda, 692","Várzea Nova","8332293316",""
"Não identificado","Biblioteca Pública Municipal Otávio Amorim","Municipal","Avenida Professor Severo Rodrigues, 454","Popular","8332291879",""
"Santa Teresinha","Biblioteca Pública Municipal Simão Gentil de Souza","Municipal","Rua João Alves da Silva, s/n","Centro","8334191011",""
"Santana de Mangueira","Biblioteca Pública Municipal Santana de Mangueira","Municipal","Rua do Comércio, s/n","","(83) 3455-1175 ",""
"Santana dos Garrotes","Biblioteca Pública Municipal Adalgisa Batista Palitot","Municipal","","","",""
"Santo André","Biblioteca Pública Municipal de Santo André","Municipal","Avenida Aprígio Ribeiro de Brito, s/n","Centro","",""
"São Bentinho","Biblioteca Pública Municipal Judith Pereira de Lima","Municipal","Rua Francisco Felinto dos Santos, s/n","Centro","8399144764",""
"São Bento","Biblioteca Pública Municipal Professora Ilma Alves de Oliveira","Municipal","Rua Cícero Dias, s/n","Centro","",""
"São Domingos","Biblioteca Pública Municipal Gessy Silva Costa Dantas","Municipal"," Rua Projetada, s/n ","Centro","(83) 3432-1003",""
"São Domingos do Cariri","Biblioteca Pública Municipal","Municipal","","","8333551185",""
"São Francisco","Biblioteca Pública Municipal Maria Oliva Dantas","Municipal","Rua Francisco Antonio Silveira, s/n","Centro","(83) 3545-1005",""
"São João do Cariri","Biblioteca Pública Municipal de São João do Cariri","Municipal","Rua João Pessoa, 121","Centro","",""
"São João do Rio do Peixe","Biblioteca Pública Municipal de São João do Rio do Peixe","Municipal","Rua Jacó France, s/n","Centro","",""
"São João do Tigre","Biblioteca Pública Municipal de São João do Tigre","Municipal","Rua Félix Pereira Raposo, s/n","Centro","",""
"São José de Espinharas","Biblioteca Pública Municipal Rodrigo S. Wanderley ","Municipal","Rua Getúlio Vargas, s/n","Centro","(83) 8117-8290 ","bibliotecasje2010@hotmail.com "
"São José de Piranhas","Biblioteca Pública Municipal Professor Luis Albert","Municipal","Rua Domingues Leita, s/n","Centro","(83) 3552-1062",""
"São José do Bonfim","Biblioteca Pública Municipal de São José do Bonfim","Municipal","Rua José Ferreira, 5","","(83) 3475-1003",""
"São José do Brejo do Cruz","Biblioteca Pública Municipal Antônio Saraiva Maia","Municipal","Rua Maria Clara Saraiva Leão, 78","Centro","8334461006",""
"São José do Sabugi","Biblioteca Pública Municipal Jovino Machado da Nóbrega","Municipal","Rua Maria Filomena, 239","Centro","8334671028",""
"São José dos Cordeiros","Biblioteca Pública Municipal Rita Meira de Queiroz","Municipal","Rua Antero Torreao, 38","Centro","",""
"São José dos Ramos","Biblioteca Pública Municipal Manoel Pio Chaves ","Municipal","Avenida Sérgio Alves de Araújo, s/n","Centro","(83) 3682-1085 ",""
"São Mamede","Biblioteca Pública Municipal Alice Araújo","Municipal","Rua João Agripino, s/n","Centro","8334621238",""
"São Miguel de Taipu","Biblioteca Pública Municipal Arnaldo Vieira de Melo","Municipal","Rua 15 de Novembro, s/n","Centro","",""
"São Sebastião de Lagoa de Roça","Biblioteca Pública Municipal Joaquim Guilherme","Municipal","Rua José Rodrigues Coura, s/n","Centro","8333871156",""
"São Sebastião do Umbuzeiro","Biblioteca Pública Municipal Frei Mauro","Municipal","Rua Vicente Pedro, s/n","Centro","",""
"São Vicente do Seridó","Biblioteca Pública Municipal Mercia Cordeiro de Lima","Municipal","Rua Senador Rui Carneiro, s/n","","(83) 3388-1057",""
"Sapé","Biblioteca Pública Municipal Augusto dos Anjos","Municipal","Rua Simplício Coelho, s/n","Centro","8388391077",""
"Serra Branca","Biblioteca Pública Municipal Joaquim A. Gaião","Municipal","Rua Deputado Álvaro Gaudêncio, 09","Centro","8333541332",""
"Serra da Raiz","Biblioteca Pública Municipal Avani Ribeiro","Municipal","Rua Presidente Kennedy, s/n","Centro","",""
"Serra Grande","Biblioteca Pública Municipal de Serra Grande","Municipal","Rua Vicente Leite de Araújo, 09","Centro","8334981100",""
"Serra Redonda","Biblioteca Pública Municipal Serra Redonda","Municipal","Rua Professora Felismina Cavalcanti de Oliveira, 3","Centro","8333994082",""
"Sertãozinho","Biblioteca Pública Municipal Professora Dulce de Oliveira Costa Macedo","Municipal","Rua João de Freitas Mouzinho, s/n","Centro","8336851114",""
"Sobrado","Biblioteca Pública Municipal Cândido de França Ramos","Municipal","Rua Ana André de Carvalho, s/n","Centro","","seducsobrado@yahoo.com.br"
"Solânea","Biblioteca Pública Municipal Padre José Rua Fidelis","Municipal","Rua Celso Cisne, s/n","Centro","8333631241",""
"Não identificado","Biblioteca Pública Municipal Poeta Cícero Imperiano da Silva","Municipal","Rua José Amâncio Ramalho, s/n","Centro","8333631241",""
"Soledade","Biblioteca Pública Municipal de Soledade ","Municipal","Rua José da Chagas Brito, 04 ","","",""
"Sossêgo","Biblioteca Pública Municipal Geysa Antunes de Melo ","Municipal","Rua Francisco Alves Dantas, s/n ","Centro","",""
"Sousa","Biblioteca Pública Municipal Humberto de Campos","Municipal","Rua José Paiva Gadelha, s/n","Centro","(83) 3522-2687","souzaseceducacao@hotmail.com"
"Sumé","Biblioteca Pública Municipal Adalgisa Jacinto","Municipal","Rua Professor Guiomar Coelho, s/n","Centro","",""
"Tacima","Biblioteca Pública Municipal de Tacima","Municipal","Praça João Ferreira Silva, 366","Centro","(83) 3622-1036/ 3622-1040",""
"Taperoá","Biblioteca Pública Municipal Raul Machado","Municipal","Rua 15 de Novembro, s/n","Centro","8387224368",""
"Tavares","Biblioteca Pública Municipal Vereador Antônio Bezerra","Municipal","Rua Manoel Marques, s/n","Centro","(83) 9970-0156",""
"Teixeira","Biblioteca Pública Municipal José Fragoso da Costa","Municipal","Praça Cassiano Rodrigues, s/n","Centro","","educa.teixeira@hotmail.com"
"Tenório"," Biblioteca Pública Municipal Professora Maria do Socorro Fontes Rangel","Municipal","Rua Maria Constantina de Morais, s/n","Centro","(83) 3644-1001","pm.tenorio@hotmail.com"
