"MUNICÍPIO","NOME DA BIBLIOTECA","VÍNCULO","ENDEREÇO","BAIRRO","TELEFONE","E-MAIL"
"Santana do Ipanema","Biblioteca Pública Municipal Breno Accioly","Municipal","Rua Coronel Lucena Maranhão, n.198","Centro","(82) 98834 9632 ","telmavasconcelos73@hotmail.com"
"Santana do Mundaú","Biblioteca Pública Municipal João Correia da Silva","Municipal","Rua Sérgio de Barros s/n","Centro","(82) 98141-4140","ciceromanoel-cordel@hotmail.com"
"São Brás","Biblioteca Pública Municipal Artur Santana","Municipal","Rua São José, s/n","Centro","(79) 8835-9935","rictony@oi.com.br"
"São José da Laje","Biblioteca Pública Municipal Doutor Fernando Galvão de Pontes","Municipal","Avenida José Paulo Tenório","Centro","(82)99363-0122","franciscagmelo@gmail.com"
"São José da Tapera","Biblioteca Pública Municipal Lucilo José Ribeiro","Municipal","Rua Boa Vista, 58","Centro","(82) 3622-1241","saojosedatapera@yahoo.com.br"
"São Luís do Quitunde","Biblioteca Pública Municipal Emílio Machado da Cunha","Municipal","Rua Capitão Samuel Cunha Lins, s/n","Centro","(82) 9304-7388","ginmos@hotmail.com"
"São Miguel dos Campos","Biblioteca Pública Municipal Monsenhor Hildebrando Guimarães","Municipal","Rua Visconde de Sinimbu, s/n","Centro","(82) 99682-9486","eliane.ped2008@gmail.com"
"Não identificado","Biblioteca Pública Municipal Guiomar Alcides de Castro","Municipal","Rua Visconde de Simibu, 60","Centro","(82) 99682-9486","eliane.ped2008@gmail.com"
"São Miguel dos Milagres","Biblioteca Pública Municipal Aurenice da Silva Santos","Municipal","Rua Prefeito Augusto de Barros Falcão, s/n","Centro","(82) 9109-7369","Jann5@ig.com.br"
"São Sebastião","Biblioteca Pública Municipal de São Sebastião","Municipal","Largo Municipal, s/n","Centro","(82) 9649-2971","fundeg@ig.com.br"
"Satuba","Biblioteca Pública Municipal Maria das Dores Magalhães Silva","Municipal","Rua 17 de Agosto, s/n","Centro","(82) 8803-5887","jan.egle.ide@hotmail.com"
"Senador Rui Palmeira","Biblioteca Pública Municipal de Senador Rui Palmeira","Municipal","Rua do Comércio, 55","Centro","(82)98184-7674","polyana78@live.com"
"Tanque d'Arca","Biblioteca Pública Municipal Nossa Senhora Mãe do Povo","Municipal","Rua São Sebastião, 76","Centro","(82) 3278-1105","cristiano_valenca@hotmail.com"
"Taquarana","Biblioteca Pública Municipal Professora Benedita Barbosa","Municipal","Praça João Angelino dos Santos, s/n","Centro","(82) 3425-1027 / (82) 8182-7172","culturataquarana@gmail.com"
"Teotônio Vilela","Biblioteca Pública Municipal Doutor Adauto Fernandes Vieira Filho","Municipal","Rua Firmino Pacheco, 86","Centro","(82) 99128-1360","nil_barbosa1@hotmail.com"
"Traipu","Biblioteca Pública Municipal Onofre Tavares Bastos","Municipal","Rua Capitão Bento","Centro","(82) 98113-6228","dulcineasoares@hotmail.com
"
"União dos Palmares","Biblioteca Pública Municipal Jorge de Lima","Municipal","Praça Basiliano Sarmento, s/n","Centro","(82) 3281-3005 / (82) 9921-5850","genisete@bol.com.br"
"Viçosa","Biblioteca Pública Municipal de Viçosa","Municipal","Avenida Firmino Maia, s/n","Centro","(82) 9991-3986 / (82) 8803-2868","karinapadilha03@gmail.com"
