"MUNICÍPIO","NOME DA BIBLIOTECA","VÍNCULO","ENDEREÇO","BAIRRO","TELEFONE","E-MAIL"
"Prainha","Biblioteca Pública Municipal Antônio de Queiroz Teixeira","Municipal","Rua Barão do Rio Branco, 55","Centro","",""
"Primavera","Biblioteca Pública Municipal Ruth Passarinho","Municipal","Avenida General Moura Carvalho,","Centro","(91)98858-2767","lenealmeida344@gmail.com"
"Quatipuru","Biblioteca Pública Municipal saturnino Marques ","Municipal","Avenida Conego Siquiera Mendes, ","Centro","",""
"Redenção","Biblioteca Pública Municipal Wesley Viana de Moura ","Municipal","avenida Brasil, N2323, Redenção- PA","Centro","(94)99135-4960","bibliotecamunicipalrendencao@hotmail.com"
"Rio Maria","Biblioteca Pública Municipal Eliane do Carmo Gomes","Municipal","Avenida Rio Maria, 241","Centro","",""
"Rondon do Pará","Biblioteca Pública Municipal Euzébio Ribeiro Aguiar ","Municipal","Rua Santo Antonio, s/n ","Centro","(94)99135-4960","filomenainacio@yahoo.com.br"
"Rondon do Pará","Biblioteca Pública Municipal Sucursal","Municipal","Rua Eleomasr Santos Galvão, s/n ","JADERLÂNDIA","(94)99135-4960","filomenainacio@yahoo.com.br"
"Rurópolis","Biblioteca Pública Municipal Raimundo Alonso RIbeiro Rocha ","Municipal","Avenida Juscelino Kubitscheck, 108","Centro","9433443321",""
"Salinópolis","Biblioteca Pública Municipal Ruth Passarinho","Municipal","Avenida Júlio César, 639","Bairro novo ","",""
"Salvatera","Biblioteca  Jaime Correa de Assis ","Municipal","Rua Ceará, s/n ","Centro","(91)98306-4102","fabiane_cruz@yahoo.com.br"
"Santa Bárbara do Pará","Biblioteca Pública Municipal Jorge Eron Baia de Souza ","Municipal","Rua Raimunda da Vera Cruz ","Centro","(91)98559-6818","luciaeugenia6@gmail.com "
"Santa Cruz do Arari","Biblioteca Pública Municipal Gessy da Silva Beltrão Pamplona","Municipal","Rua Nídia Leal, s/n ","Centro","(91)98442-7751",""
"Santa Isabel do Pará","Biblioteca Pública Municipal de Santa Isabel do Pará ","Municipal","Rua José Amâncio, 1182","Centro","(91)98083-2383","csillva@gmail.com"
"Santa Luzia do Pará","Biblioteca Pública Municipal Gilberto Cardos de Matos ","Municipal","Traavessa Bruno Alves, N28","Centro","",""
"Santa Maria das Barreiras","Biblioteca Pública Municipal Professora Isabel Dias ","Municipal","Avenida Nossa Senhora Santana ","Centro","",""
"Santa Maria do Pará ","Biblioteca Pública Municipal maria Bernadete Marques da Silva ","Municipal","","Distrito Taciateua ","(91)98945-8982","bmbeatrizlimasmp@gmail.com"
"Santa Maria do Pará","Biblioteca Municipal Beatriz Pereira de Araujo Lima ","Municipal","Rua Doutor Riol com Jerônimo Garcia . Santa  Maria do Pará","Centro","(91)9845-8982","bmbeatrizlimasmp@gmail.com"
"Santana do Araguaia","Biblioteca  Municipal  Irmã Marista Olavo ","Municipal","Avenida Henrique Vita,295,santana do Araguia ","Centro","",""
"Não Identificado","Biblioteca Pública Municipal D. Edith Silva ","Municipal","Avenida Claudio de Sá , N126 Santana do Araguia ","Vila Mandi","",""
"Santarém","Biblioteca Pública Municipal Paulo Rodrigues dos Santos ","Municipal","Avenida Borges Leal, 1558, ","Santa Clara","(93)98131-2779","catiafavacho@yahoo.com.br"
"Santo Antônio do Tauá","Biblioteca Pública Municipal Jarbas Passarinho","Municipal","Sebastião Dantas , 274","Centro","(91)99159-6698","rutesantiago715@gmail.com "
"São Caetano de Odivelas","Biblioteca Pública Municipal Professora Cleide Garça  ","Municipal","Tv. Antonio BaltazarMonteiro, s/n","Centro","(91)99904-2009","rondipalha@gmail.com"
"São Domingos do Capim","Biblioteca Pública Municipal Jarbas Passarinho","Municipal","Avenida Doutor Lauro Sodré, 206,","Centro","9434352163","nancylene2008@hotmail.com"
"São Félix do Xingu","Biblioteca Pública Municipal Olavo Bilac","Municipal","Avenida Antonio Marques Ribeiro, s/n","Centro","(94)98408-8641","lclmonteiro@hotmail.com"
"Não Identificado","Biblioteca Pública do CEU das Artes","Municipal ","","","(94)98408-8641","lclmonteiro@hotmail.com"
"São Francisco do Pará","Biblioteca Pública Municipal São Francisco do Pará","Municipal","Praça da Matriz, s/n","Centro","(91)98344-9330","eraldo_vieira.jr@hotmail.com"
"São João da Ponta","Biblioteca Pública Municipal São João da Ponta ","Municipal","Rua São João Batista, 386,São João da Ponta - PA","Centro","(91)98892-6328","ivani.soares14@gmail.com"
"São João de Pirabas","Biblioteca Pública Municipal São João de Pirabas ","Municipal","Travessa Indepenência, s/n ","Independência","(91)98413-8814","artur.pirabas@gmail.com"
"São Miguel do Guamá","Biblioteca Pública Municipal Roberto Marinho ","Municipal","Rua Felipe Cunha Brito, s/n ","Padre Angelo ","9433211902",""
"São Sebastião da Boa Vista","Biblioteca Pública Municipal Jarbas Passarinho","Municipal","Rua Coronel Monfredo, s/n","Centro","(91)99124-8595","facydeysessbv51@hotmail.com"
"Sapucaia","Biblioteca Pública Municipal Jovita Caldeira de Oliveira ","Municipal","Avenida Flor da Mata, s/n Supucaia ","Centro","",""
"Soure","Biblioteca Pública Municipal Carmelita Maria Nunes Gouvêa","Municipal","Terceira Rua - Prolongamento s/n Pará","Centro","",""
"Tailândia","Biblioteca Pública Municipal Machado de Asiss ","Municipal","TRAVESSA SÃO FELIZ, 14","Centro","(91)98425-2428",""
"Terra Alta","Biblioteca Pública Municipal Manoel Ferreira de Brito","Municipal","Travessa Candido Chucre, s/n","Centro","(91)98496-3390","edusilvata@hotmail.com"
"Terra Santa","Biblioteca Pública Municipal de Terra Santa ","Municipal","Rua Magalães Barata, s/n ","Aparecida","(93)99221-3062","odetecoelho@live.com"
"Tomé - Açu","Biblioteca Pública Municipal Desembargador Wilson de Jesus Marques da Silva","Municipal","Avenida Primeiro de Setembro , 182 ","Centro","(91)99117-0551","bibliotecapublicawilsonmarques@gmail.com"
"Tomé - Açu","Biblioteca Pública Municipal Professor Elielson cabral de Aguiar","Municipal","Avenida Francisco Luiz s/n, tomé-açu-PA","Vila Forquilha ","(91)99311-1057","biblioteca.elielsonaguiar@gmail.com"
"Tomé-Açu","Municipal Expedito Moreira Sales ","Municipal","Avenida benigno Góes Filho -/Tomé-Açu-PA","Vila Àgua Branca ","(91)99128-4081","bibexpeditosales2019@gmail.com"
"Tomé-Açu","Biblioteca Pública Semeando Cultura ","Municipal","Vila Nova - Rodovia PA 256- km 83/Rua do Campo","Vila Forquilha","(91)99150-5238","nadia.nts.teixeira@gmail.com"
"Tomé-Açu","Municipal Professor Sálon Emanuel do Rêgo","Municipal","Avenida Benigno Bentes( altos do banco do brasil )-/Tomé-Açu-PA","Quatro Bocas","","oliveira-raquel@hotmail.com"
"Tracuateua","Biblioteca Francisco de Paula Pinheiro ","Municipal","Rua Hamilton João Pinheiro ","Centro","(91)98535","jesusmesquitaalves14@outlook.com"
"Tucumã","Biblioteca Pública Municipal Ruy Barata ","Municipal","avenida Belém, s/n ","Bairro Flores ","(63)8116-4810",""
"Tucuruí","Biblioteca Pública Municipal Bruno de Menezes","Municipal","Avenida Louro Sodré, 275","Jaqueira","(94)98164-2283","esterpinheiro2010@bol.com.br"
"Ulianópolis","Biblioteca Pública Municipal José Zavarize","Municipal","Rua Primeiro de Maio ","Centro","(91)98239-0066","wellingtongtferreira@live.com"
"Uruará","Biblioteca Pública Municipal Francisco Nolusk","Municipal","Avenida Central , 172","Boa Esperança","9481337636",""
"Viseu","Biblioteca Pública Municipal José Alberto Gomes de Lima ","Municipal","Travessa Cônego Miguel","Centro","",""
"Xinguara","Blioteca Pública Municipal Patrocínio Alves montelo","Municipal","Rua 3, s/n, Itamaraty","Centro","(94)99277-2222",""
