"MUNICÍPIO","NOME DA BIBLIOTECA","VÍNCULO","ENDEREÇO","BAIRRO","TELEFONE","E-MAIL"
"Laranjeiras","Biblioteca Pública Municipal João Ribeiro","Municipal","Rua Tobias Barreto","Centro","(79) 9.9960-5255","al.denia@hotmail.com"
"Macambira","Biblioteca Pública Municipal Padre Raul Bomfim Borges","Municipal","Avenida Ana Dortas Valadares, 20","Centro","(79)3457.1221 / 3457.1300","educacaomacambira@gmail.com"
"Malhada dos Bois","Biblioteca Pública Municipal Maria da Glória Caldas Aguiar","Municipal","Rua do Comércio, s/n","Centro","(79) 3365-1150 9.9816.8479"," mokabete@hotmail.com / educamaismalhada@gmail.com"
"Malhador","Biblioteca Pública Municipal Silvina Alves dos Santos","Municipal","Rua José Sá Barreto, s/n","Centro","(79) 3442.1252","semec.malhador@yahoo.com.br"
"Maruim","Biblioteca Pública Municipal Josias Vieira Dantas","Municipal","Praça Barão de Maruim, s/n","Centro","(79)  9.9969-0295","gilton.rezende@yahoo.com.br / joelma70martins@hotmail.com"
"Moita Bonita","Biblioteca Pública Municipal de Moita Bonita","Municipal","Rua São Vicente, 46","Centro","(79) 3453.1135","biblioteca.moitabonita@gmil.com / cult.fest.easy@gmail.com"
"Monte Alegre de Sergipe","Biblioteca Pública Municipal Professora Elizabete Soares dos Santos","Municipal","Praça Passos Porto, 222","Centro","(79) 9.9674-7147","alinysecretariama@hotmail.com
"
"Muribeca","Biblioteca Pública Municipal  Adilson Pinheiro da Silva","Municipal","Avenida Almirante Barroso, 650","Centro","(79)9.9949-2036/9.9969-0295","deuzinhavreadora@hotmail.com"
"Neópolis","Biblioteca Pública Municipal  Joaquim Valadão Bastos","Municipal","Rua Major Gomes de Assunção, 443","Centro","(79) 3344-2914","prefeituradeneopolis@hotmail.com "
"Nossa Senhora Aparecida","Biblioteca Pública Municipal João Muniz Filho","Municipal","Rua Wil.son Menezes, 271","Centro","(79) 3483.1323 998761580","educacao.pmnsa@hotmail.com / antoniocarlossb@hotmail.com"
"Nossa Senhora da Glória","Biblioteca Pública Municipal  Monteiro Lobato","Municipal","Rua Manoel Bezerra Lemos, 103","Centro","(79) 9.9954-0327","semednossasenhoradagloria.se@gmail.com"
"Nossa Senhora das Dores","Biblioteca Pública Municipal  Álvaro de Souza Brito","Municipal","Avenida Desembargador Humberto Sobral, 226","Centro","(79) 9.9846-5380","dorescultura@gmail.com"
"Nossa Senhora de Lourdes","Biblioteca Pública Municipal Lindinalva Rodrigues de Oliveira","Municipal","Avenida Leite Neto, s/n","Centro","(79) 9816.9637","anagarcia2033@hotmail.com / seduc.lourdes@gmail.com"
"Nossa Senhora do Socorro","Biblioteca Pública Municipal Alaide dos Santos","Municipal","Rua São Benedito, 02","Centro","(79)2106-7428","culturasocorro@hotmai.com"
"Pacatuba","Biblioteca Pública Municipal Professor Robson","Municipal","Praça Nossa Senhora de Lourdes, 105","Centro","(79)9.9964-1893","pmpacgabinete@hotmail.com / pmpacturismo@hotmail.com"
"Pedra Mole","Biblioteca Pública Municipal  Pedro Ferreira do Nascimento","Municipal","Praça dos Estudantes,  167","Centro","(79) 3459.1269 / 3459.1381 /(79) 9.9927.9589","adm@pedramole.se.gov.br / smed@pedramole.se.gov.br"
"Pedrinhas","Biblioteca Pública Municipal Professora Maria Alves Santos Bispo","Municipal","Praça Heribaldo Alves de Gões, 119","Centro","(79)  3648.1210","prefeitura.pedrinahs@bol.com.br / educa_@hotmail.com"
"Pinhão","Biblioteca Pública Municipal Professora Lourdes Mendonça","Municipal","Travessa Municipal, s/nº ","Centro","(79) 3461.1133 / 3461.1242","pmppinhaose@gmail.com / prefeiturapinhao@gmail.com"
"Pirambu","Biblioteca Pública Municipal de Pirambu","Municipal","Rua Antônio Torres,373","Centro","(79) 3276.1693 / 9.99013181","bmpirambu@yahoo.com / thiagony@yahoo.com.br"
"Poço Redondo","Biblioteca Pública Municipal Governador Arnaldo Rollemberg Garcez","Municipal","Avenida 31 de Março, 15","Centro","(79)9.9605-8898","secretariadeeducacao.pocoredondo@hotmail.com morgania_nunes21@hotmail.com"
"Poço Verde","Biblioteca Pública Municipal Epifanio da Fonseca","Municipal","Praça da Santa Cruz, s/n","Centro","(79) 3549.1946 / 3549.1946","gabinete.pocoverde@gmail.com / pmpvgabinete@infonet.com.br"
"Porto da Folha","Biblioteca Pública Municipal Frei Honório Rito de Leão Brasil","Municipal","Praça Padre Oliveira, 875","Centro","(79)99972-4135","semedportodafolha@outlook.com "
"Propriá","Biblioteca Pública Municipal Doutor Jesse Trindade ","Municipal","Avenida José Conrado de Araújo, s/n ","Centro","(79) 9 9851-8127","bibliotecapublicadepropria.se@hotmail.com cflavioluiz@gmail.com "
"Riachão do Dantas","Biblioteca Pública Municipal Osman Hora Fontes","Municipal","Trav. Frei Ildefonso, s/n ","Centro","(79)9.9828.4626","jreniltonsantos@bol.com.br"
"Riachuelo","Biblioteca Pública Municipal Alaide Rabelo Leite","Municipal","Praça Silvio Cesar Leite","Centro","(79) 3269-2217","gabinete@riachuelo.se.gov.br "
"Ribeirópolis","Biblioteca Pública Municipal Maria Ceris Silva","Municipal","Avenida Leandro Maciel, s/n","Centro","(79)3449.1304","ribseme@yahoo.com"
"Rosário do Catete","Biblioteca Pública Municipal João Batista","Municipal","Travessa Luiz Garcia, ","Centro","(79) 3274-2145 / 9.8835.2442","smerosariodocatete@yahoo.com.br / adailton.andrade@bol.com.br"
"Salgado","Biblioteca Pública Municipal Professora Ivonete Salgueiro","Municipal","Praça Helena Ribeiro, s/n","Centro","(79) 3651.1333","smesalgado@yahoo.com.br / "
"Santa Luzia do Itanhy","Biblioteca Pública Municipal Pedro Calazans","Municipal","Praça Getúlio Vargas, s/n","Centro","(79) 9.9920.1761","pmsalgado.1@!hotmail.com"
"Santa Rosa de Lima","Biblioteca Pública Municipal José Vilson dos Santos Bispo","Municipal","Praça Antonio Dantas do Prado, s/n","Centro","(79) 3273.1347 / 9.8837.0087","secmuneducacao.starosa@yahoo.com.br / bibliotecasantarosa@yahoo.com/ "
"Santana do São Francisco","Biblioteca Pública Municipal Messias da Silva Passos","Municipal","Praça 7 de setembro, s/n","Centro","(79) 9.8802-0844","manuelaaguiarpmssf@gmail.com"
"Santo Amaro das Brotas"," Biblioteca Pública Municipal Manoel dos Santos","Municipal","Praça São José, s/n","Centro","(79) 3266-1269 ","genivaldo.dadau@hotmail.com"
"São Cristóvão","Biblioteca Pública Municipal  Senador Lourival Baptista","Municipal","Praça São Francisco, s/n","Centro","(79) 361-1131/3261-1160","gabinete.prefeito@saocristovao.se.gov.br"
"Não identificado","Biblioteca Pública Municipal Livro Aberto","Municipal","R. 50 nº 125","Eduardo Gomes","(79) 98825.1314","biblioteca.livroaberto@hotmail.com / fundact@outlook.com"
"São Domingos","Biblioteca Pública Municipal  Rui Barbosa","Municipal","Rua da Saudade, s/n","Centro","(79) 3455.1716","educsaodomingos@hotmail.com"
"São Francico ","Biblioteca Pública Municipal NeildesMarques Nascimento","","Rua Antônio Caldas","Centro","(79) 9.9923-2274 3367.1100","sec.cultura@hotmail.com"
"São Miguel do Aleixo","Biblioteca Pública Municipal Deputado Baltazar Francisco dos Santos","Municipal","Praça Oliveira Campos, 16","Centro","(79) 3465.1000","prefeitura.aleixo@yahoo.com.br"
"Simão Dias","Biblioteca Pública Municipal Lucila Macedo Deda","Municipal","Rua Cônego Andrade, 224 ","Centro","(79) 3611.1400","geraldinemartins@bol.com.br / semedsimaodias@gmail.com"
"Siriri","Biblioteca Pública Municipal Professora Neuzice Barreto de Lima","Municipal","Rua Getúlio Vargas,","Centro","(79) 3297.1544 /  3297.1232 / 1455","seme@siriri.se.gov /bibliotecapublica.sirir@gmail.com"
"Telha","Biblioteca pública Municipal Uilio Dias Bezerra ","Municipal","Rua Antônio Mota s/n","Centro","(79) 3364-1064","historianfernanda@hotmail.com /sec.educacaotelha@hotmail.com"
"Tobias Barreto","Biblioteca Pública Municipal Francisco Barreto do Rosário","Municipal","Praça da Bandeira, 446","Centro","(79) 3541.2067 / 9.9983.7516","grazzielle@gmail.com"
"Tomar do Geru","Biblioteca Pública Municipal Padre Arnaldo de Matos Conceição","Municipal","Rua Robério Dias, s/n","Centro","99953-0377","educacao@tomardogeru.se.gov.br"
"Umbaúba","Biblioteca Pública Municipal Professor Clóvis Messias Mendes","Municipal","Rua Benjamin Constant, 137","Centro","(79) 3546.2179","prefeituradeumbauba@gmail.com / aangelitasantos@hotmail.com"
